,balanced,learning rate,adaptive learning,epochs,batch size,regularization,regularization parameter,accuracy
823,False,0.5,decay,60.0,40.0,none,0.0,0.78
824,False,0.5,decay,1.0,60.0,none,0.0,0.7886666666666666
825,False,0.5,decay,10.0,60.0,none,0.0,0.7816666666666666
826,False,0.5,decay,40.0,60.0,none,0.0,0.7806666666666666
827,False,0.5,decay,60.0,60.0,none,0.0,0.7826666666666666
828,False,0.5,decay,1.0,80.0,none,0.0,0.7916666666666666
829,False,0.5,decay,10.0,80.0,none,0.0,0.7803333333333333
830,False,0.5,decay,40.0,80.0,none,0.0,0.7813333333333333
831,False,0.5,decay,60.0,80.0,none,0.0,0.7813333333333333
832,False,0.1,const,1.0,10.0,none,0.0,0.7893333333333333
833,False,0.1,const,10.0,10.0,none,0.0,0.7743333333333333
834,False,0.1,const,40.0,10.0,none,0.0,0.7743333333333333
835,False,0.1,const,60.0,10.0,none,0.0,0.7866666666666666
836,False,0.1,const,1.0,40.0,none,0.0,0.7696666666666667
837,False,0.1,const,10.0,40.0,none,0.0,0.7773333333333333
838,False,0.1,const,40.0,40.0,none,0.0,0.783
839,False,0.1,const,60.0,40.0,none,0.0,0.7813333333333333
840,False,0.1,const,1.0,60.0,none,0.0,0.7696666666666667
841,False,0.1,const,10.0,60.0,none,0.0,0.7816666666666666
842,False,0.1,const,40.0,60.0,none,0.0,0.783
843,False,0.1,const,60.0,60.0,none,0.0,0.7843333333333333
844,False,0.1,const,1.0,80.0,none,0.0,0.7683333333333333
845,False,0.1,const,10.0,80.0,none,0.0,0.7803333333333333
846,False,0.1,const,40.0,80.0,none,0.0,0.7853333333333333
847,False,0.1,const,60.0,80.0,none,0.0,0.7836666666666666
848,False,0.1,decay,1.0,10.0,none,0.0,0.7893333333333333
849,False,0.1,decay,10.0,10.0,none,0.0,0.779
850,False,0.1,decay,40.0,10.0,none,0.0,0.779
851,False,0.1,decay,60.0,10.0,none,0.0,0.789
852,False,0.1,decay,1.0,40.0,none,0.0,0.7696666666666667
853,False,0.1,decay,10.0,40.0,none,0.0,0.7783333333333333
854,False,0.1,decay,40.0,40.0,none,0.0,0.7836666666666666
855,False,0.1,decay,60.0,40.0,none,0.0,0.7803333333333333
856,False,0.1,decay,1.0,60.0,none,0.0,0.7696666666666667
857,False,0.1,decay,10.0,60.0,none,0.0,0.7786666666666666
858,False,0.1,decay,40.0,60.0,none,0.0,0.7806666666666666
859,False,0.1,decay,60.0,60.0,none,0.0,0.7823333333333333
860,False,0.1,decay,1.0,80.0,none,0.0,0.7683333333333333
861,False,0.1,decay,10.0,80.0,none,0.0,0.78
862,False,0.1,decay,40.0,80.0,none,0.0,0.7813333333333333
863,False,0.1,decay,60.0,80.0,none,0.0,0.782
864,False,0.01,const,1.0,10.0,none,0.0,0.7683333333333333
865,False,0.01,const,10.0,10.0,none,0.0,0.7793333333333333
866,False,0.01,const,40.0,10.0,none,0.0,0.7816666666666666
867,False,0.01,const,60.0,10.0,none,0.0,0.7883333333333333
868,False,0.01,const,1.0,40.0,none,0.0,0.768
869,False,0.01,const,10.0,40.0,none,0.0,0.7713333333333333
870,False,0.01,const,40.0,40.0,none,0.0,0.78
871,False,0.01,const,60.0,40.0,none,0.0,0.779
872,False,0.01,const,1.0,60.0,none,0.0,0.768
873,False,0.01,const,10.0,60.0,none,0.0,0.769
874,False,0.01,const,40.0,60.0,none,0.0,0.778
875,False,0.01,const,60.0,60.0,none,0.0,0.7793333333333333
876,False,0.01,const,1.0,80.0,none,0.0,0.768
877,False,0.01,const,10.0,80.0,none,0.0,0.7686666666666667
878,False,0.01,const,40.0,80.0,none,0.0,0.7743333333333333
879,False,0.01,const,60.0,80.0,none,0.0,0.7793333333333333
880,False,0.01,decay,1.0,10.0,none,0.0,0.7683333333333333
881,False,0.01,decay,10.0,10.0,none,0.0,0.7793333333333333
882,False,0.01,decay,40.0,10.0,none,0.0,0.7833333333333333
883,False,0.01,decay,60.0,10.0,none,0.0,0.787
884,False,0.01,decay,1.0,40.0,none,0.0,0.768
885,False,0.01,decay,10.0,40.0,none,0.0,0.7716666666666666
886,False,0.01,decay,40.0,40.0,none,0.0,0.7803333333333333
887,False,0.01,decay,60.0,40.0,none,0.0,0.7786666666666666
888,False,0.01,decay,1.0,60.0,none,0.0,0.768
889,False,0.01,decay,10.0,60.0,none,0.0,0.769
890,False,0.01,decay,40.0,60.0,none,0.0,0.776
891,False,0.01,decay,60.0,60.0,none,0.0,0.78
892,False,0.01,decay,1.0,80.0,none,0.0,0.768
893,False,0.01,decay,10.0,80.0,none,0.0,0.768
894,False,0.01,decay,40.0,80.0,none,0.0,0.7726666666666666
895,False,0.01,decay,60.0,80.0,none,0.0,0.7783333333333333
896,True,1.0,const,1.0,10.0,l1,1e-09,0.5512048192771084
897,True,1.0,const,10.0,10.0,l1,1e-09,0.6875
898,True,1.0,const,40.0,10.0,l1,1e-09,0.6091867469879518
899,True,1.0,const,60.0,10.0,l1,1e-09,0.536144578313253
900,True,1.0,const,1.0,40.0,l1,1e-09,0.6731927710843374
901,True,1.0,const,10.0,40.0,l1,1e-09,0.6272590361445783
902,True,1.0,const,40.0,40.0,l1,1e-09,0.6716867469879518
903,True,1.0,const,60.0,40.0,l1,1e-09,0.677710843373494
904,True,1.0,const,1.0,60.0,l1,1e-09,0.6445783132530121
905,True,1.0,const,10.0,60.0,l1,1e-09,0.6204819277108434
906,True,1.0,const,40.0,60.0,l1,1e-09,0.6844879518072289
907,True,1.0,const,60.0,60.0,l1,1e-09,0.6814759036144579
908,True,1.0,const,1.0,80.0,l1,1e-09,0.6490963855421686
909,True,1.0,const,10.0,80.0,l1,1e-09,0.6762048192771084
910,True,1.0,const,40.0,80.0,l1,1e-09,0.6641566265060241
911,True,1.0,const,60.0,80.0,l1,1e-09,0.6641566265060241
912,True,1.0,decay,1.0,10.0,l1,1e-09,0.608433734939759
913,True,1.0,decay,10.0,10.0,l1,1e-09,0.6739457831325302
914,True,1.0,decay,40.0,10.0,l1,1e-09,0.6844879518072289
915,True,1.0,decay,60.0,10.0,l1,1e-09,0.6724397590361446
916,True,1.0,decay,1.0,40.0,l1,1e-09,0.6829819277108434
917,True,1.0,decay,10.0,40.0,l1,1e-09,0.6837349397590361
918,True,1.0,decay,40.0,40.0,l1,1e-09,0.6799698795180723
919,True,1.0,decay,60.0,40.0,l1,1e-09,0.677710843373494
920,True,1.0,decay,1.0,60.0,l1,1e-09,0.6016566265060241
921,True,1.0,decay,10.0,60.0,l1,1e-09,0.6746987951807228
922,True,1.0,decay,40.0,60.0,l1,1e-09,0.677710843373494
923,True,1.0,decay,60.0,60.0,l1,1e-09,0.6807228915662651
924,True,1.0,decay,1.0,80.0,l1,1e-09,0.6618975903614458
925,True,1.0,decay,10.0,80.0,l1,1e-09,0.6799698795180723
926,True,1.0,decay,40.0,80.0,l1,1e-09,0.6762048192771084
927,True,1.0,decay,60.0,80.0,l1,1e-09,0.677710843373494
928,True,0.5,const,1.0,10.0,l1,1e-09,0.5896084337349398
929,True,0.5,const,10.0,10.0,l1,1e-09,0.6754518072289156
930,True,0.5,const,40.0,10.0,l1,1e-09,0.6641566265060241
931,True,0.5,const,60.0,10.0,l1,1e-09,0.6701807228915663
932,True,0.5,const,1.0,40.0,l1,1e-09,0.5865963855421686
933,True,0.5,const,10.0,40.0,l1,1e-09,0.6867469879518072
934,True,0.5,const,40.0,40.0,l1,1e-09,0.6859939759036144
935,True,0.5,const,60.0,40.0,l1,1e-09,0.6656626506024096
936,True,0.5,const,1.0,60.0,l1,1e-09,0.6498493975903614
937,True,0.5,const,10.0,60.0,l1,1e-09,0.677710843373494
938,True,0.5,const,40.0,60.0,l1,1e-09,0.6596385542168675
939,True,0.5,const,60.0,60.0,l1,1e-09,0.6543674698795181
940,True,0.5,const,1.0,80.0,l1,1e-09,0.6671686746987951
941,True,0.5,const,10.0,80.0,l1,1e-09,0.6641566265060241
942,True,0.5,const,40.0,80.0,l1,1e-09,0.6829819277108434
943,True,0.5,const,60.0,80.0,l1,1e-09,0.6814759036144579
944,True,0.5,decay,1.0,10.0,l1,1e-09,0.6792168674698795
945,True,0.5,decay,10.0,10.0,l1,1e-09,0.6731927710843374
946,True,0.5,decay,40.0,10.0,l1,1e-09,0.6844879518072289
947,True,0.5,decay,60.0,10.0,l1,1e-09,0.6875
948,True,0.5,decay,1.0,40.0,l1,1e-09,0.661144578313253
949,True,0.5,decay,10.0,40.0,l1,1e-09,0.6716867469879518
950,True,0.5,decay,40.0,40.0,l1,1e-09,0.6792168674698795
951,True,0.5,decay,60.0,40.0,l1,1e-09,0.6822289156626506
952,True,0.5,decay,1.0,60.0,l1,1e-09,0.6694277108433735
953,True,0.5,decay,10.0,60.0,l1,1e-09,0.6769578313253012
954,True,0.5,decay,40.0,60.0,l1,1e-09,0.6784638554216867
955,True,0.5,decay,60.0,60.0,l1,1e-09,0.6837349397590361
956,True,0.5,decay,1.0,80.0,l1,1e-09,0.6506024096385542
957,True,0.5,decay,10.0,80.0,l1,1e-09,0.6679216867469879
958,True,0.5,decay,40.0,80.0,l1,1e-09,0.6746987951807228
959,True,0.5,decay,60.0,80.0,l1,1e-09,0.6769578313253012
960,True,0.1,const,1.0,10.0,l1,1e-09,0.6536144578313253
961,True,0.1,const,10.0,10.0,l1,1e-09,0.6754518072289156
962,True,0.1,const,40.0,10.0,l1,1e-09,0.6769578313253012
963,True,0.1,const,60.0,10.0,l1,1e-09,0.6227409638554217
964,True,0.1,const,1.0,40.0,l1,1e-09,0.6626506024096386
965,True,0.1,const,10.0,40.0,l1,1e-09,0.6731927710843374
966,True,0.1,const,40.0,40.0,l1,1e-09,0.6829819277108434
967,True,0.1,const,60.0,40.0,l1,1e-09,0.6837349397590361
968,True,0.1,const,1.0,60.0,l1,1e-09,0.6573795180722891
969,True,0.1,const,10.0,60.0,l1,1e-09,0.6701807228915663
970,True,0.1,const,40.0,60.0,l1,1e-09,0.6807228915662651
971,True,0.1,const,60.0,60.0,l1,1e-09,0.6807228915662651
972,True,0.1,const,1.0,80.0,l1,1e-09,0.6445783132530121
973,True,0.1,const,10.0,80.0,l1,1e-09,0.6543674698795181
974,True,0.1,const,40.0,80.0,l1,1e-09,0.6792168674698795
975,True,0.1,const,60.0,80.0,l1,1e-09,0.6769578313253012
976,True,0.1,decay,1.0,10.0,l1,1e-09,0.6573795180722891
977,True,0.1,decay,10.0,10.0,l1,1e-09,0.6784638554216867
978,True,0.1,decay,40.0,10.0,l1,1e-09,0.6671686746987951
979,True,0.1,decay,60.0,10.0,l1,1e-09,0.6694277108433735
980,True,0.1,decay,1.0,40.0,l1,1e-09,0.6634036144578314
981,True,0.1,decay,10.0,40.0,l1,1e-09,0.6634036144578314
982,True,0.1,decay,40.0,40.0,l1,1e-09,0.6784638554216867
983,True,0.1,decay,60.0,40.0,l1,1e-09,0.6807228915662651
984,True,0.1,decay,1.0,60.0,l1,1e-09,0.6340361445783133
985,True,0.1,decay,10.0,60.0,l1,1e-09,0.6649096385542169
986,True,0.1,decay,40.0,60.0,l1,1e-09,0.6762048192771084
987,True,0.1,decay,60.0,60.0,l1,1e-09,0.6716867469879518
988,True,0.1,decay,1.0,80.0,l1,1e-09,0.6310240963855421
989,True,0.1,decay,10.0,80.0,l1,1e-09,0.661144578313253
990,True,0.1,decay,40.0,80.0,l1,1e-09,0.6694277108433735
991,True,0.1,decay,60.0,80.0,l1,1e-09,0.6724397590361446
992,True,0.01,const,1.0,10.0,l1,1e-09,0.6566265060240963
993,True,0.01,const,10.0,10.0,l1,1e-09,0.6634036144578314
994,True,0.01,const,40.0,10.0,l1,1e-09,0.6754518072289156
995,True,0.01,const,60.0,10.0,l1,1e-09,0.6829819277108434
996,True,0.01,const,1.0,40.0,l1,1e-09,0.5707831325301205
997,True,0.01,const,10.0,40.0,l1,1e-09,0.6603915662650602
998,True,0.01,const,40.0,40.0,l1,1e-09,0.6626506024096386
999,True,0.01,const,60.0,40.0,l1,1e-09,0.6618975903614458
1000,True,0.01,const,1.0,60.0,l1,1e-09,0.6114457831325302
1001,True,0.01,const,10.0,60.0,l1,1e-09,0.6543674698795181
1002,True,0.01,const,40.0,60.0,l1,1e-09,0.6566265060240963
1003,True,0.01,const,60.0,60.0,l1,1e-09,0.6603915662650602
1004,True,0.01,const,1.0,80.0,l1,1e-09,0.5414156626506024
1005,True,0.01,const,10.0,80.0,l1,1e-09,0.6506024096385542
1006,True,0.01,const,40.0,80.0,l1,1e-09,0.6581325301204819
1007,True,0.01,const,60.0,80.0,l1,1e-09,0.6618975903614458
1008,True,0.01,decay,1.0,10.0,l1,1e-09,0.6490963855421686
1009,True,0.01,decay,10.0,10.0,l1,1e-09,0.6603915662650602
1010,True,0.01,decay,40.0,10.0,l1,1e-09,0.6739457831325302
1011,True,0.01,decay,60.0,10.0,l1,1e-09,0.6792168674698795
1012,True,0.01,decay,1.0,40.0,l1,1e-09,0.6069277108433735
1013,True,0.01,decay,10.0,40.0,l1,1e-09,0.6679216867469879
1014,True,0.01,decay,40.0,40.0,l1,1e-09,0.6603915662650602
1015,True,0.01,decay,60.0,40.0,l1,1e-09,0.6641566265060241
1016,True,0.01,decay,1.0,60.0,l1,1e-09,0.6227409638554217
1017,True,0.01,decay,10.0,60.0,l1,1e-09,0.6536144578313253
1018,True,0.01,decay,40.0,60.0,l1,1e-09,0.6596385542168675
1019,True,0.01,decay,60.0,60.0,l1,1e-09,0.661144578313253
1020,True,0.01,decay,1.0,80.0,l1,1e-09,0.5768072289156626
1021,True,0.01,decay,10.0,80.0,l1,1e-09,0.6362951807228916
1022,True,0.01,decay,40.0,80.0,l1,1e-09,0.6536144578313253
1023,True,0.01,decay,60.0,80.0,l1,1e-09,0.6596385542168675
1024,True,1.0,const,1.0,10.0,l1,1e-06,0.6634036144578314
1025,True,1.0,const,10.0,10.0,l1,1e-06,0.6792168674698795
1026,True,1.0,const,40.0,10.0,l1,1e-06,0.5820783132530121
1027,True,1.0,const,60.0,10.0,l1,1e-06,0.5286144578313253
1028,True,1.0,const,1.0,40.0,l1,1e-06,0.5956325301204819
1029,True,1.0,const,10.0,40.0,l1,1e-06,0.6483433734939759
1030,True,1.0,const,40.0,40.0,l1,1e-06,0.6400602409638554
1031,True,1.0,const,60.0,40.0,l1,1e-06,0.6445783132530121
1032,True,1.0,const,1.0,60.0,l1,1e-06,0.6746987951807228
1033,True,1.0,const,10.0,60.0,l1,1e-06,0.6400602409638554
1034,True,1.0,const,40.0,60.0,l1,1e-06,0.661144578313253
1035,True,1.0,const,60.0,60.0,l1,1e-06,0.6106927710843374
1036,True,1.0,const,1.0,80.0,l1,1e-06,0.6385542168674698
1037,True,1.0,const,10.0,80.0,l1,1e-06,0.6867469879518072
1038,True,1.0,const,40.0,80.0,l1,1e-06,0.6061746987951807
1039,True,1.0,const,60.0,80.0,l1,1e-06,0.6822289156626506
1040,True,1.0,decay,1.0,10.0,l1,1e-06,0.6679216867469879
1041,True,1.0,decay,10.0,10.0,l1,1e-06,0.6731927710843374
1042,True,1.0,decay,40.0,10.0,l1,1e-06,0.6679216867469879
1043,True,1.0,decay,60.0,10.0,l1,1e-06,0.6739457831325302
1044,True,1.0,decay,1.0,40.0,l1,1e-06,0.6762048192771084
1045,True,1.0,decay,10.0,40.0,l1,1e-06,0.6716867469879518
1046,True,1.0,decay,40.0,40.0,l1,1e-06,0.6852409638554217
1047,True,1.0,decay,60.0,40.0,l1,1e-06,0.6844879518072289
1048,True,1.0,decay,1.0,60.0,l1,1e-06,0.6024096385542169
1049,True,1.0,decay,10.0,60.0,l1,1e-06,0.6754518072289156
1050,True,1.0,decay,40.0,60.0,l1,1e-06,0.6784638554216867
1051,True,1.0,decay,60.0,60.0,l1,1e-06,0.6822289156626506
1052,True,1.0,decay,1.0,80.0,l1,1e-06,0.6573795180722891
1053,True,1.0,decay,10.0,80.0,l1,1e-06,0.6754518072289156
1054,True,1.0,decay,40.0,80.0,l1,1e-06,0.6731927710843374
1055,True,1.0,decay,60.0,80.0,l1,1e-06,0.6799698795180723
1056,True,0.5,const,1.0,10.0,l1,1e-06,0.6724397590361446
1057,True,0.5,const,10.0,10.0,l1,1e-06,0.6731927710843374
1058,True,0.5,const,40.0,10.0,l1,1e-06,0.6626506024096386
1059,True,0.5,const,60.0,10.0,l1,1e-06,0.6566265060240963
1060,True,0.5,const,1.0,40.0,l1,1e-06,0.6581325301204819
1061,True,0.5,const,10.0,40.0,l1,1e-06,0.6875
1062,True,0.5,const,40.0,40.0,l1,1e-06,0.6769578313253012
1063,True,0.5,const,60.0,40.0,l1,1e-06,0.6875
1064,True,0.5,const,1.0,60.0,l1,1e-06,0.6664156626506024
1065,True,0.5,const,10.0,60.0,l1,1e-06,0.6694277108433735
1066,True,0.5,const,40.0,60.0,l1,1e-06,0.6807228915662651
1067,True,0.5,const,60.0,60.0,l1,1e-06,0.6543674698795181
1068,True,0.5,const,1.0,80.0,l1,1e-06,0.6671686746987951
1069,True,0.5,const,10.0,80.0,l1,1e-06,0.6641566265060241
1070,True,0.5,const,40.0,80.0,l1,1e-06,0.6829819277108434
1071,True,0.5,const,60.0,80.0,l1,1e-06,0.6822289156626506
1072,True,0.5,decay,1.0,10.0,l1,1e-06,0.6792168674698795
1073,True,0.5,decay,10.0,10.0,l1,1e-06,0.6731927710843374
1074,True,0.5,decay,40.0,10.0,l1,1e-06,0.6844879518072289
1075,True,0.5,decay,60.0,10.0,l1,1e-06,0.6875
1076,True,0.5,decay,1.0,40.0,l1,1e-06,0.661144578313253
1077,True,0.5,decay,10.0,40.0,l1,1e-06,0.6716867469879518
1078,True,0.5,decay,40.0,40.0,l1,1e-06,0.6792168674698795
1079,True,0.5,decay,60.0,40.0,l1,1e-06,0.6822289156626506
1080,True,0.5,decay,1.0,60.0,l1,1e-06,0.6694277108433735
1081,True,0.5,decay,10.0,60.0,l1,1e-06,0.6769578313253012
1082,True,0.5,decay,40.0,60.0,l1,1e-06,0.6784638554216867
1083,True,0.5,decay,60.0,60.0,l1,1e-06,0.6837349397590361
1084,True,0.5,decay,1.0,80.0,l1,1e-06,0.6506024096385542
1085,True,0.5,decay,10.0,80.0,l1,1e-06,0.6679216867469879
1086,True,0.5,decay,40.0,80.0,l1,1e-06,0.6746987951807228
1087,True,0.5,decay,60.0,80.0,l1,1e-06,0.6769578313253012
1088,True,0.1,const,1.0,10.0,l1,1e-06,0.6536144578313253
1089,True,0.1,const,10.0,10.0,l1,1e-06,0.6754518072289156
1090,True,0.1,const,40.0,10.0,l1,1e-06,0.6769578313253012
1091,True,0.1,const,60.0,10.0,l1,1e-06,0.6227409638554217
1092,True,0.1,const,1.0,40.0,l1,1e-06,0.6626506024096386
1093,True,0.1,const,10.0,40.0,l1,1e-06,0.6731927710843374
1094,True,0.1,const,40.0,40.0,l1,1e-06,0.6829819277108434
1095,True,0.1,const,60.0,40.0,l1,1e-06,0.6837349397590361
1096,True,0.1,const,1.0,60.0,l1,1e-06,0.6573795180722891
1097,True,0.1,const,10.0,60.0,l1,1e-06,0.6701807228915663
1098,True,0.1,const,40.0,60.0,l1,1e-06,0.6807228915662651
1099,True,0.1,const,60.0,60.0,l1,1e-06,0.6807228915662651
1100,True,0.1,const,1.0,80.0,l1,1e-06,0.6445783132530121
1101,True,0.1,const,10.0,80.0,l1,1e-06,0.6536144578313253
1102,True,0.1,const,40.0,80.0,l1,1e-06,0.6792168674698795
1103,True,0.1,const,60.0,80.0,l1,1e-06,0.6769578313253012
1104,True,0.1,decay,1.0,10.0,l1,1e-06,0.6573795180722891
1105,True,0.1,decay,10.0,10.0,l1,1e-06,0.6784638554216867
1106,True,0.1,decay,40.0,10.0,l1,1e-06,0.6671686746987951
1107,True,0.1,decay,60.0,10.0,l1,1e-06,0.6694277108433735
1108,True,0.1,decay,1.0,40.0,l1,1e-06,0.6634036144578314
1109,True,0.1,decay,10.0,40.0,l1,1e-06,0.6634036144578314
1110,True,0.1,decay,40.0,40.0,l1,1e-06,0.6784638554216867
1111,True,0.1,decay,60.0,40.0,l1,1e-06,0.6807228915662651
1112,True,0.1,decay,1.0,60.0,l1,1e-06,0.6340361445783133
1113,True,0.1,decay,10.0,60.0,l1,1e-06,0.6649096385542169
1114,True,0.1,decay,40.0,60.0,l1,1e-06,0.6754518072289156
1115,True,0.1,decay,60.0,60.0,l1,1e-06,0.6716867469879518
1116,True,0.1,decay,1.0,80.0,l1,1e-06,0.6310240963855421
1117,True,0.1,decay,10.0,80.0,l1,1e-06,0.661144578313253
1118,True,0.1,decay,40.0,80.0,l1,1e-06,0.6694277108433735
1119,True,0.1,decay,60.0,80.0,l1,1e-06,0.6724397590361446
1120,True,0.01,const,1.0,10.0,l1,1e-06,0.6566265060240963
1121,True,0.01,const,10.0,10.0,l1,1e-06,0.6626506024096386
1122,True,0.01,const,40.0,10.0,l1,1e-06,0.6754518072289156
1123,True,0.01,const,60.0,10.0,l1,1e-06,0.6829819277108434
1124,True,0.01,const,1.0,40.0,l1,1e-06,0.5707831325301205
1125,True,0.01,const,10.0,40.0,l1,1e-06,0.6603915662650602
1126,True,0.01,const,40.0,40.0,l1,1e-06,0.6626506024096386
1127,True,0.01,const,60.0,40.0,l1,1e-06,0.6618975903614458
1128,True,0.01,const,1.0,60.0,l1,1e-06,0.6114457831325302
1129,True,0.01,const,10.0,60.0,l1,1e-06,0.6543674698795181
1130,True,0.01,const,40.0,60.0,l1,1e-06,0.6566265060240963
1131,True,0.01,const,60.0,60.0,l1,1e-06,0.6603915662650602
1132,True,0.01,const,1.0,80.0,l1,1e-06,0.5414156626506024
1133,True,0.01,const,10.0,80.0,l1,1e-06,0.6506024096385542
1134,True,0.01,const,40.0,80.0,l1,1e-06,0.6581325301204819
1135,True,0.01,const,60.0,80.0,l1,1e-06,0.6618975903614458
1136,True,0.01,decay,1.0,10.0,l1,1e-06,0.6490963855421686
1137,True,0.01,decay,10.0,10.0,l1,1e-06,0.6603915662650602
1138,True,0.01,decay,40.0,10.0,l1,1e-06,0.6739457831325302
1139,True,0.01,decay,60.0,10.0,l1,1e-06,0.6792168674698795
1140,True,0.01,decay,1.0,40.0,l1,1e-06,0.6069277108433735
1141,True,0.01,decay,10.0,40.0,l1,1e-06,0.6679216867469879
1142,True,0.01,decay,40.0,40.0,l1,1e-06,0.6603915662650602
1143,True,0.01,decay,60.0,40.0,l1,1e-06,0.6641566265060241
1144,True,0.01,decay,1.0,60.0,l1,1e-06,0.6227409638554217
1145,True,0.01,decay,10.0,60.0,l1,1e-06,0.6536144578313253
1146,True,0.01,decay,40.0,60.0,l1,1e-06,0.6596385542168675
1147,True,0.01,decay,60.0,60.0,l1,1e-06,0.661144578313253
1148,True,0.01,decay,1.0,80.0,l1,1e-06,0.5768072289156626
1149,True,0.01,decay,10.0,80.0,l1,1e-06,0.6362951807228916
1150,True,0.01,decay,40.0,80.0,l1,1e-06,0.6536144578313253
1151,True,0.01,decay,60.0,80.0,l1,1e-06,0.6596385542168675
1152,True,1.0,const,1.0,10.0,l1,0.001,0.6603915662650602
1153,True,1.0,const,10.0,10.0,l1,0.001,0.6724397590361446
1154,True,1.0,const,40.0,10.0,l1,0.001,0.6106927710843374
1155,True,1.0,const,60.0,10.0,l1,0.001,0.5474397590361446
1156,True,1.0,const,1.0,40.0,l1,0.001,0.6024096385542169
1157,True,1.0,const,10.0,40.0,l1,0.001,0.6445783132530121
1158,True,1.0,const,40.0,40.0,l1,0.001,0.6310240963855421
1159,True,1.0,const,60.0,40.0,l1,0.001,0.615210843373494
1160,True,1.0,const,1.0,60.0,l1,0.001,0.6701807228915663
1161,True,1.0,const,10.0,60.0,l1,0.001,0.6536144578313253
1162,True,1.0,const,40.0,60.0,l1,0.001,0.6521084337349398
1163,True,1.0,const,60.0,60.0,l1,0.001,0.6325301204819277
1164,True,1.0,const,1.0,80.0,l1,0.001,0.6483433734939759
1165,True,1.0,const,10.0,80.0,l1,0.001,0.6837349397590361
1166,True,1.0,const,40.0,80.0,l1,0.001,0.6227409638554217
1167,True,1.0,const,60.0,80.0,l1,0.001,0.6739457831325302
1168,True,1.0,decay,1.0,10.0,l1,0.001,0.6521084337349398
1169,True,1.0,decay,10.0,10.0,l1,0.001,0.6701807228915663
1170,True,1.0,decay,40.0,10.0,l1,0.001,0.6694277108433735
1171,True,1.0,decay,60.0,10.0,l1,0.001,0.6694277108433735
1172,True,1.0,decay,1.0,40.0,l1,0.001,0.6679216867469879
1173,True,1.0,decay,10.0,40.0,l1,0.001,0.6686746987951807
1174,True,1.0,decay,40.0,40.0,l1,0.001,0.6822289156626506
1175,True,1.0,decay,60.0,40.0,l1,0.001,0.6746987951807228
1176,True,1.0,decay,1.0,60.0,l1,0.001,0.6182228915662651
1177,True,1.0,decay,10.0,60.0,l1,0.001,0.6724397590361446
1178,True,1.0,decay,40.0,60.0,l1,0.001,0.6724397590361446
1179,True,1.0,decay,60.0,60.0,l1,0.001,0.6694277108433735
1180,True,1.0,decay,1.0,80.0,l1,0.001,0.6528614457831325
1181,True,1.0,decay,10.0,80.0,l1,0.001,0.6679216867469879
1182,True,1.0,decay,40.0,80.0,l1,0.001,0.6649096385542169
1183,True,1.0,decay,60.0,80.0,l1,0.001,0.6686746987951807
1184,True,0.5,const,1.0,10.0,l1,0.001,0.670933734939759
1185,True,0.5,const,10.0,10.0,l1,0.001,0.6731927710843374
1186,True,0.5,const,40.0,10.0,l1,0.001,0.6618975903614458
1187,True,0.5,const,60.0,10.0,l1,0.001,0.6340361445783133
1188,True,0.5,const,1.0,40.0,l1,0.001,0.6528614457831325
1189,True,0.5,const,10.0,40.0,l1,0.001,0.6784638554216867
1190,True,0.5,const,40.0,40.0,l1,0.001,0.6634036144578314
1191,True,0.5,const,60.0,40.0,l1,0.001,0.6731927710843374
1192,True,0.5,const,1.0,60.0,l1,0.001,0.6671686746987951
1193,True,0.5,const,10.0,60.0,l1,0.001,0.6649096385542169
1194,True,0.5,const,40.0,60.0,l1,0.001,0.6731927710843374
1195,True,0.5,const,60.0,60.0,l1,0.001,0.6445783132530121
1196,True,0.5,const,1.0,80.0,l1,0.001,0.6686746987951807
1197,True,0.5,const,10.0,80.0,l1,0.001,0.6641566265060241
1198,True,0.5,const,40.0,80.0,l1,0.001,0.670933734939759
1199,True,0.5,const,60.0,80.0,l1,0.001,0.6762048192771084
1200,True,0.5,decay,1.0,10.0,l1,0.001,0.6694277108433735
1201,True,0.5,decay,10.0,10.0,l1,0.001,0.6626506024096386
1202,True,0.5,decay,40.0,10.0,l1,0.001,0.6746987951807228
1203,True,0.5,decay,60.0,10.0,l1,0.001,0.6664156626506024
1204,True,0.5,decay,1.0,40.0,l1,0.001,0.6581325301204819
1205,True,0.5,decay,10.0,40.0,l1,0.001,0.6671686746987951
1206,True,0.5,decay,40.0,40.0,l1,0.001,0.6724397590361446
1207,True,0.5,decay,60.0,40.0,l1,0.001,0.6731927710843374
1208,True,0.5,decay,1.0,60.0,l1,0.001,0.6649096385542169
1209,True,0.5,decay,10.0,60.0,l1,0.001,0.670933734939759
1210,True,0.5,decay,40.0,60.0,l1,0.001,0.6671686746987951
1211,True,0.5,decay,60.0,60.0,l1,0.001,0.6701807228915663
1212,True,0.5,decay,1.0,80.0,l1,0.001,0.6498493975903614
1213,True,0.5,decay,10.0,80.0,l1,0.001,0.661144578313253
1214,True,0.5,decay,40.0,80.0,l1,0.001,0.6634036144578314
1215,True,0.5,decay,60.0,80.0,l1,0.001,0.6649096385542169
1216,True,0.1,const,1.0,10.0,l1,0.001,0.6528614457831325
1217,True,0.1,const,10.0,10.0,l1,0.001,0.6694277108433735
1218,True,0.1,const,40.0,10.0,l1,0.001,0.6762048192771084
1219,True,0.1,const,60.0,10.0,l1,0.001,0.6219879518072289
