,balanced,learning rate,adaptive learning,epochs,batch size,regularization,regularization parameter,accuracy
407,False,1.0,decay,60.0,40.0,l2,1e-09,0.7803333333333333
408,False,1.0,decay,1.0,60.0,l2,1e-09,0.7803333333333333
409,False,1.0,decay,10.0,60.0,l2,1e-09,0.7826666666666666
410,False,1.0,decay,40.0,60.0,l2,1e-09,0.78
411,False,1.0,decay,60.0,60.0,l2,1e-09,0.7836666666666666
412,False,1.0,decay,1.0,80.0,l2,1e-09,0.8006666666666666
413,False,1.0,decay,10.0,80.0,l2,1e-09,0.7796666666666666
414,False,1.0,decay,40.0,80.0,l2,1e-09,0.7823333333333333
415,False,1.0,decay,60.0,80.0,l2,1e-09,0.7823333333333333
416,False,0.5,const,1.0,10.0,l2,1e-09,0.8023333333333333
417,False,0.5,const,10.0,10.0,l2,1e-09,0.7693333333333333
418,False,0.5,const,40.0,10.0,l2,1e-09,0.772
419,False,0.5,const,60.0,10.0,l2,1e-09,0.7786666666666666
420,False,0.5,const,1.0,40.0,l2,1e-09,0.7803333333333333
421,False,0.5,const,10.0,40.0,l2,1e-09,0.7776666666666666
422,False,0.5,const,40.0,40.0,l2,1e-09,0.7853333333333333
423,False,0.5,const,60.0,40.0,l2,1e-09,0.7783333333333333
424,False,0.5,const,1.0,60.0,l2,1e-09,0.7886666666666666
425,False,0.5,const,10.0,60.0,l2,1e-09,0.7763333333333333
426,False,0.5,const,40.0,60.0,l2,1e-09,0.79
427,False,0.5,const,60.0,60.0,l2,1e-09,0.7896666666666666
428,False,0.5,const,1.0,80.0,l2,1e-09,0.7916666666666666
429,False,0.5,const,10.0,80.0,l2,1e-09,0.7773333333333333
430,False,0.5,const,40.0,80.0,l2,1e-09,0.7923333333333333
431,False,0.5,const,60.0,80.0,l2,1e-09,0.7863333333333333
432,False,0.5,decay,1.0,10.0,l2,1e-09,0.8023333333333333
433,False,0.5,decay,10.0,10.0,l2,1e-09,0.7746666666666666
434,False,0.5,decay,40.0,10.0,l2,1e-09,0.7796666666666666
435,False,0.5,decay,60.0,10.0,l2,1e-09,0.7896666666666666
436,False,0.5,decay,1.0,40.0,l2,1e-09,0.7803333333333333
437,False,0.5,decay,10.0,40.0,l2,1e-09,0.7753333333333333
438,False,0.5,decay,40.0,40.0,l2,1e-09,0.783
439,False,0.5,decay,60.0,40.0,l2,1e-09,0.78
440,False,0.5,decay,1.0,60.0,l2,1e-09,0.7886666666666666
441,False,0.5,decay,10.0,60.0,l2,1e-09,0.7816666666666666
442,False,0.5,decay,40.0,60.0,l2,1e-09,0.7806666666666666
443,False,0.5,decay,60.0,60.0,l2,1e-09,0.7826666666666666
444,False,0.5,decay,1.0,80.0,l2,1e-09,0.7916666666666666
445,False,0.5,decay,10.0,80.0,l2,1e-09,0.7803333333333333
446,False,0.5,decay,40.0,80.0,l2,1e-09,0.7813333333333333
447,False,0.5,decay,60.0,80.0,l2,1e-09,0.7813333333333333
448,False,0.1,const,1.0,10.0,l2,1e-09,0.7893333333333333
449,False,0.1,const,10.0,10.0,l2,1e-09,0.7743333333333333
450,False,0.1,const,40.0,10.0,l2,1e-09,0.7743333333333333
451,False,0.1,const,60.0,10.0,l2,1e-09,0.7866666666666666
452,False,0.1,const,1.0,40.0,l2,1e-09,0.7696666666666667
453,False,0.1,const,10.0,40.0,l2,1e-09,0.7773333333333333
454,False,0.1,const,40.0,40.0,l2,1e-09,0.783
455,False,0.1,const,60.0,40.0,l2,1e-09,0.7813333333333333
456,False,0.1,const,1.0,60.0,l2,1e-09,0.7696666666666667
457,False,0.1,const,10.0,60.0,l2,1e-09,0.7816666666666666
458,False,0.1,const,40.0,60.0,l2,1e-09,0.783
459,False,0.1,const,60.0,60.0,l2,1e-09,0.7843333333333333
460,False,0.1,const,1.0,80.0,l2,1e-09,0.7683333333333333
461,False,0.1,const,10.0,80.0,l2,1e-09,0.7803333333333333
462,False,0.1,const,40.0,80.0,l2,1e-09,0.7853333333333333
463,False,0.1,const,60.0,80.0,l2,1e-09,0.7836666666666666
464,False,0.1,decay,1.0,10.0,l2,1e-09,0.7893333333333333
465,False,0.1,decay,10.0,10.0,l2,1e-09,0.779
466,False,0.1,decay,40.0,10.0,l2,1e-09,0.779
467,False,0.1,decay,60.0,10.0,l2,1e-09,0.789
468,False,0.1,decay,1.0,40.0,l2,1e-09,0.7696666666666667
469,False,0.1,decay,10.0,40.0,l2,1e-09,0.7783333333333333
470,False,0.1,decay,40.0,40.0,l2,1e-09,0.7836666666666666
471,False,0.1,decay,60.0,40.0,l2,1e-09,0.7803333333333333
472,False,0.1,decay,1.0,60.0,l2,1e-09,0.7696666666666667
473,False,0.1,decay,10.0,60.0,l2,1e-09,0.7786666666666666
474,False,0.1,decay,40.0,60.0,l2,1e-09,0.7806666666666666
475,False,0.1,decay,60.0,60.0,l2,1e-09,0.7823333333333333
476,False,0.1,decay,1.0,80.0,l2,1e-09,0.7683333333333333
477,False,0.1,decay,10.0,80.0,l2,1e-09,0.78
478,False,0.1,decay,40.0,80.0,l2,1e-09,0.7813333333333333
479,False,0.1,decay,60.0,80.0,l2,1e-09,0.782
480,False,0.01,const,1.0,10.0,l2,1e-09,0.7683333333333333
481,False,0.01,const,10.0,10.0,l2,1e-09,0.7793333333333333
482,False,0.01,const,40.0,10.0,l2,1e-09,0.7816666666666666
483,False,0.01,const,60.0,10.0,l2,1e-09,0.7883333333333333
484,False,0.01,const,1.0,40.0,l2,1e-09,0.768
485,False,0.01,const,10.0,40.0,l2,1e-09,0.7713333333333333
486,False,0.01,const,40.0,40.0,l2,1e-09,0.78
487,False,0.01,const,60.0,40.0,l2,1e-09,0.779
488,False,0.01,const,1.0,60.0,l2,1e-09,0.768
489,False,0.01,const,10.0,60.0,l2,1e-09,0.769
490,False,0.01,const,40.0,60.0,l2,1e-09,0.778
491,False,0.01,const,60.0,60.0,l2,1e-09,0.7793333333333333
492,False,0.01,const,1.0,80.0,l2,1e-09,0.768
493,False,0.01,const,10.0,80.0,l2,1e-09,0.7686666666666667
494,False,0.01,const,40.0,80.0,l2,1e-09,0.7743333333333333
495,False,0.01,const,60.0,80.0,l2,1e-09,0.7793333333333333
496,False,0.01,decay,1.0,10.0,l2,1e-09,0.7683333333333333
497,False,0.01,decay,10.0,10.0,l2,1e-09,0.7793333333333333
498,False,0.01,decay,40.0,10.0,l2,1e-09,0.7833333333333333
499,False,0.01,decay,60.0,10.0,l2,1e-09,0.787
500,False,0.01,decay,1.0,40.0,l2,1e-09,0.768
501,False,0.01,decay,10.0,40.0,l2,1e-09,0.7716666666666666
502,False,0.01,decay,40.0,40.0,l2,1e-09,0.7803333333333333
503,False,0.01,decay,60.0,40.0,l2,1e-09,0.7786666666666666
504,False,0.01,decay,1.0,60.0,l2,1e-09,0.768
505,False,0.01,decay,10.0,60.0,l2,1e-09,0.769
506,False,0.01,decay,40.0,60.0,l2,1e-09,0.776
507,False,0.01,decay,60.0,60.0,l2,1e-09,0.78
508,False,0.01,decay,1.0,80.0,l2,1e-09,0.768
509,False,0.01,decay,10.0,80.0,l2,1e-09,0.768
510,False,0.01,decay,40.0,80.0,l2,1e-09,0.7726666666666666
511,False,0.01,decay,60.0,80.0,l2,1e-09,0.7783333333333333
512,False,1.0,const,1.0,10.0,l2,1e-06,0.7846666666666666
513,False,1.0,const,10.0,10.0,l2,1e-06,0.7686666666666667
514,False,1.0,const,40.0,10.0,l2,1e-06,0.7706666666666667
515,False,1.0,const,60.0,10.0,l2,1e-06,0.7993333333333333
516,False,1.0,const,1.0,40.0,l2,1e-06,0.784
517,False,1.0,const,10.0,40.0,l2,1e-06,0.7866666666666666
518,False,1.0,const,40.0,40.0,l2,1e-06,0.7823333333333333
519,False,1.0,const,60.0,40.0,l2,1e-06,0.774
520,False,1.0,const,1.0,60.0,l2,1e-06,0.7803333333333333
521,False,1.0,const,10.0,60.0,l2,1e-06,0.7726666666666666
522,False,1.0,const,40.0,60.0,l2,1e-06,0.7823333333333333
523,False,1.0,const,60.0,60.0,l2,1e-06,0.7973333333333333
524,False,1.0,const,1.0,80.0,l2,1e-06,0.8006666666666666
525,False,1.0,const,10.0,80.0,l2,1e-06,0.7746666666666666
526,False,1.0,const,40.0,80.0,l2,1e-06,0.7983333333333333
527,False,1.0,const,60.0,80.0,l2,1e-06,0.7813333333333333
528,False,1.0,decay,1.0,10.0,l2,1e-06,0.7846666666666666
529,False,1.0,decay,10.0,10.0,l2,1e-06,0.774
530,False,1.0,decay,40.0,10.0,l2,1e-06,0.78
531,False,1.0,decay,60.0,10.0,l2,1e-06,0.7893333333333333
532,False,1.0,decay,1.0,40.0,l2,1e-06,0.784
533,False,1.0,decay,10.0,40.0,l2,1e-06,0.7756666666666666
534,False,1.0,decay,40.0,40.0,l2,1e-06,0.784
535,False,1.0,decay,60.0,40.0,l2,1e-06,0.7803333333333333
536,False,1.0,decay,1.0,60.0,l2,1e-06,0.7803333333333333
537,False,1.0,decay,10.0,60.0,l2,1e-06,0.7826666666666666
538,False,1.0,decay,40.0,60.0,l2,1e-06,0.78
539,False,1.0,decay,60.0,60.0,l2,1e-06,0.7836666666666666
540,False,1.0,decay,1.0,80.0,l2,1e-06,0.8006666666666666
541,False,1.0,decay,10.0,80.0,l2,1e-06,0.7796666666666666
542,False,1.0,decay,40.0,80.0,l2,1e-06,0.7823333333333333
543,False,1.0,decay,60.0,80.0,l2,1e-06,0.7823333333333333
544,False,0.5,const,1.0,10.0,l2,1e-06,0.802
545,False,0.5,const,10.0,10.0,l2,1e-06,0.7693333333333333
546,False,0.5,const,40.0,10.0,l2,1e-06,0.772
547,False,0.5,const,60.0,10.0,l2,1e-06,0.7786666666666666
548,False,0.5,const,1.0,40.0,l2,1e-06,0.7806666666666666
549,False,0.5,const,10.0,40.0,l2,1e-06,0.7776666666666666
550,False,0.5,const,40.0,40.0,l2,1e-06,0.7853333333333333
551,False,0.5,const,60.0,40.0,l2,1e-06,0.7783333333333333
552,False,0.5,const,1.0,60.0,l2,1e-06,0.7886666666666666
553,False,0.5,const,10.0,60.0,l2,1e-06,0.7763333333333333
554,False,0.5,const,40.0,60.0,l2,1e-06,0.79
555,False,0.5,const,60.0,60.0,l2,1e-06,0.7896666666666666
556,False,0.5,const,1.0,80.0,l2,1e-06,0.7916666666666666
557,False,0.5,const,10.0,80.0,l2,1e-06,0.7773333333333333
558,False,0.5,const,40.0,80.0,l2,1e-06,0.7923333333333333
559,False,0.5,const,60.0,80.0,l2,1e-06,0.7863333333333333
560,False,0.5,decay,1.0,10.0,l2,1e-06,0.802
561,False,0.5,decay,10.0,10.0,l2,1e-06,0.7746666666666666
562,False,0.5,decay,40.0,10.0,l2,1e-06,0.7796666666666666
563,False,0.5,decay,60.0,10.0,l2,1e-06,0.7896666666666666
564,False,0.5,decay,1.0,40.0,l2,1e-06,0.7806666666666666
565,False,0.5,decay,10.0,40.0,l2,1e-06,0.7753333333333333
566,False,0.5,decay,40.0,40.0,l2,1e-06,0.783
567,False,0.5,decay,60.0,40.0,l2,1e-06,0.7803333333333333
568,False,0.5,decay,1.0,60.0,l2,1e-06,0.7886666666666666
569,False,0.5,decay,10.0,60.0,l2,1e-06,0.7816666666666666
570,False,0.5,decay,40.0,60.0,l2,1e-06,0.7806666666666666
571,False,0.5,decay,60.0,60.0,l2,1e-06,0.7826666666666666
572,False,0.5,decay,1.0,80.0,l2,1e-06,0.7916666666666666
573,False,0.5,decay,10.0,80.0,l2,1e-06,0.7803333333333333
574,False,0.5,decay,40.0,80.0,l2,1e-06,0.7813333333333333
575,False,0.5,decay,60.0,80.0,l2,1e-06,0.7813333333333333
576,False,0.1,const,1.0,10.0,l2,1e-06,0.7893333333333333
577,False,0.1,const,10.0,10.0,l2,1e-06,0.7743333333333333
578,False,0.1,const,40.0,10.0,l2,1e-06,0.7743333333333333
579,False,0.1,const,60.0,10.0,l2,1e-06,0.7866666666666666
580,False,0.1,const,1.0,40.0,l2,1e-06,0.7696666666666667
581,False,0.1,const,10.0,40.0,l2,1e-06,0.7773333333333333
582,False,0.1,const,40.0,40.0,l2,1e-06,0.783
583,False,0.1,const,60.0,40.0,l2,1e-06,0.7813333333333333
584,False,0.1,const,1.0,60.0,l2,1e-06,0.7696666666666667
585,False,0.1,const,10.0,60.0,l2,1e-06,0.7816666666666666
586,False,0.1,const,40.0,60.0,l2,1e-06,0.783
587,False,0.1,const,60.0,60.0,l2,1e-06,0.7843333333333333
588,False,0.1,const,1.0,80.0,l2,1e-06,0.7683333333333333
589,False,0.1,const,10.0,80.0,l2,1e-06,0.7803333333333333
590,False,0.1,const,40.0,80.0,l2,1e-06,0.7853333333333333
591,False,0.1,const,60.0,80.0,l2,1e-06,0.7836666666666666
592,False,0.1,decay,1.0,10.0,l2,1e-06,0.7893333333333333
593,False,0.1,decay,10.0,10.0,l2,1e-06,0.779
594,False,0.1,decay,40.0,10.0,l2,1e-06,0.779
595,False,0.1,decay,60.0,10.0,l2,1e-06,0.789
596,False,0.1,decay,1.0,40.0,l2,1e-06,0.7696666666666667
597,False,0.1,decay,10.0,40.0,l2,1e-06,0.7783333333333333
598,False,0.1,decay,40.0,40.0,l2,1e-06,0.7836666666666666
599,False,0.1,decay,60.0,40.0,l2,1e-06,0.7803333333333333
600,False,0.1,decay,1.0,60.0,l2,1e-06,0.7696666666666667
601,False,0.1,decay,10.0,60.0,l2,1e-06,0.7786666666666666
602,False,0.1,decay,40.0,60.0,l2,1e-06,0.7806666666666666
603,False,0.1,decay,60.0,60.0,l2,1e-06,0.7823333333333333
604,False,0.1,decay,1.0,80.0,l2,1e-06,0.7683333333333333
605,False,0.1,decay,10.0,80.0,l2,1e-06,0.78
606,False,0.1,decay,40.0,80.0,l2,1e-06,0.7813333333333333
607,False,0.1,decay,60.0,80.0,l2,1e-06,0.782
608,False,0.01,const,1.0,10.0,l2,1e-06,0.7683333333333333
609,False,0.01,const,10.0,10.0,l2,1e-06,0.7793333333333333
610,False,0.01,const,40.0,10.0,l2,1e-06,0.7816666666666666
611,False,0.01,const,60.0,10.0,l2,1e-06,0.7883333333333333
612,False,0.01,const,1.0,40.0,l2,1e-06,0.768
613,False,0.01,const,10.0,40.0,l2,1e-06,0.7713333333333333
614,False,0.01,const,40.0,40.0,l2,1e-06,0.78
615,False,0.01,const,60.0,40.0,l2,1e-06,0.779
616,False,0.01,const,1.0,60.0,l2,1e-06,0.768
617,False,0.01,const,10.0,60.0,l2,1e-06,0.769
618,False,0.01,const,40.0,60.0,l2,1e-06,0.778
619,False,0.01,const,60.0,60.0,l2,1e-06,0.7793333333333333
620,False,0.01,const,1.0,80.0,l2,1e-06,0.768
621,False,0.01,const,10.0,80.0,l2,1e-06,0.7686666666666667
622,False,0.01,const,40.0,80.0,l2,1e-06,0.7743333333333333
623,False,0.01,const,60.0,80.0,l2,1e-06,0.7793333333333333
624,False,0.01,decay,1.0,10.0,l2,1e-06,0.7683333333333333
625,False,0.01,decay,10.0,10.0,l2,1e-06,0.7793333333333333
626,False,0.01,decay,40.0,10.0,l2,1e-06,0.7833333333333333
627,False,0.01,decay,60.0,10.0,l2,1e-06,0.787
628,False,0.01,decay,1.0,40.0,l2,1e-06,0.768
629,False,0.01,decay,10.0,40.0,l2,1e-06,0.7716666666666666
630,False,0.01,decay,40.0,40.0,l2,1e-06,0.7803333333333333
631,False,0.01,decay,60.0,40.0,l2,1e-06,0.7786666666666666
632,False,0.01,decay,1.0,60.0,l2,1e-06,0.768
633,False,0.01,decay,10.0,60.0,l2,1e-06,0.769
634,False,0.01,decay,40.0,60.0,l2,1e-06,0.776
635,False,0.01,decay,60.0,60.0,l2,1e-06,0.78
636,False,0.01,decay,1.0,80.0,l2,1e-06,0.768
637,False,0.01,decay,10.0,80.0,l2,1e-06,0.768
638,False,0.01,decay,40.0,80.0,l2,1e-06,0.7726666666666666
639,False,0.01,decay,60.0,80.0,l2,1e-06,0.7783333333333333
640,False,1.0,const,1.0,10.0,l2,0.001,0.791
641,False,1.0,const,10.0,10.0,l2,0.001,0.7736666666666666
642,False,1.0,const,40.0,10.0,l2,0.001,0.7726666666666666
643,False,1.0,const,60.0,10.0,l2,0.001,0.7743333333333333
644,False,1.0,const,1.0,40.0,l2,0.001,0.791
645,False,1.0,const,10.0,40.0,l2,0.001,0.794
646,False,1.0,const,40.0,40.0,l2,0.001,0.7883333333333333
647,False,1.0,const,60.0,40.0,l2,0.001,0.7773333333333333
648,False,1.0,const,1.0,60.0,l2,0.001,0.7836666666666666
649,False,1.0,const,10.0,60.0,l2,0.001,0.7783333333333333
650,False,1.0,const,40.0,60.0,l2,0.001,0.778
651,False,1.0,const,60.0,60.0,l2,0.001,0.7906666666666666
652,False,1.0,const,1.0,80.0,l2,0.001,0.7983333333333333
653,False,1.0,const,10.0,80.0,l2,0.001,0.7793333333333333
654,False,1.0,const,40.0,80.0,l2,0.001,0.7933333333333333
655,False,1.0,const,60.0,80.0,l2,0.001,0.787
656,False,1.0,decay,1.0,10.0,l2,0.001,0.791
657,False,1.0,decay,10.0,10.0,l2,0.001,0.7816666666666666
658,False,1.0,decay,40.0,10.0,l2,0.001,0.784
659,False,1.0,decay,60.0,10.0,l2,0.001,0.792
660,False,1.0,decay,1.0,40.0,l2,0.001,0.791
661,False,1.0,decay,10.0,40.0,l2,0.001,0.784
662,False,1.0,decay,40.0,40.0,l2,0.001,0.7886666666666666
663,False,1.0,decay,60.0,40.0,l2,0.001,0.7863333333333333
664,False,1.0,decay,1.0,60.0,l2,0.001,0.7836666666666666
665,False,1.0,decay,10.0,60.0,l2,0.001,0.7863333333333333
666,False,1.0,decay,40.0,60.0,l2,0.001,0.787
667,False,1.0,decay,60.0,60.0,l2,0.001,0.7883333333333333
668,False,1.0,decay,1.0,80.0,l2,0.001,0.7983333333333333
669,False,1.0,decay,10.0,80.0,l2,0.001,0.7853333333333333
670,False,1.0,decay,40.0,80.0,l2,0.001,0.7873333333333333
671,False,1.0,decay,60.0,80.0,l2,0.001,0.7853333333333333
672,False,0.5,const,1.0,10.0,l2,0.001,0.8016666666666666
673,False,0.5,const,10.0,10.0,l2,0.001,0.7743333333333333
674,False,0.5,const,40.0,10.0,l2,0.001,0.776
675,False,0.5,const,60.0,10.0,l2,0.001,0.775
676,False,0.5,const,1.0,40.0,l2,0.001,0.7856666666666666
677,False,0.5,const,10.0,40.0,l2,0.001,0.7836666666666666
678,False,0.5,const,40.0,40.0,l2,0.001,0.792
679,False,0.5,const,60.0,40.0,l2,0.001,0.7826666666666666
680,False,0.5,const,1.0,60.0,l2,0.001,0.7906666666666666
681,False,0.5,const,10.0,60.0,l2,0.001,0.784
682,False,0.5,const,40.0,60.0,l2,0.001,0.7943333333333333
683,False,0.5,const,60.0,60.0,l2,0.001,0.794
684,False,0.5,const,1.0,80.0,l2,0.001,0.7956666666666666
685,False,0.5,const,10.0,80.0,l2,0.001,0.7823333333333333
686,False,0.5,const,40.0,80.0,l2,0.001,0.7963333333333333
687,False,0.5,const,60.0,80.0,l2,0.001,0.7896666666666666
688,False,0.5,decay,1.0,10.0,l2,0.001,0.8016666666666666
689,False,0.5,decay,10.0,10.0,l2,0.001,0.7836666666666666
690,False,0.5,decay,40.0,10.0,l2,0.001,0.7873333333333333
691,False,0.5,decay,60.0,10.0,l2,0.001,0.7933333333333333
692,False,0.5,decay,1.0,40.0,l2,0.001,0.7856666666666666
693,False,0.5,decay,10.0,40.0,l2,0.001,0.783
694,False,0.5,decay,40.0,40.0,l2,0.001,0.788
695,False,0.5,decay,60.0,40.0,l2,0.001,0.785
696,False,0.5,decay,1.0,60.0,l2,0.001,0.7906666666666666
697,False,0.5,decay,10.0,60.0,l2,0.001,0.7863333333333333
698,False,0.5,decay,40.0,60.0,l2,0.001,0.7866666666666666
699,False,0.5,decay,60.0,60.0,l2,0.001,0.7883333333333333
700,False,0.5,decay,1.0,80.0,l2,0.001,0.7956666666666666
701,False,0.5,decay,10.0,80.0,l2,0.001,0.7846666666666666
702,False,0.5,decay,40.0,80.0,l2,0.001,0.7876666666666666
703,False,0.5,decay,60.0,80.0,l2,0.001,0.786
704,False,0.1,const,1.0,10.0,l2,0.001,0.7906666666666666
705,False,0.1,const,10.0,10.0,l2,0.001,0.7816666666666666
706,False,0.1,const,40.0,10.0,l2,0.001,0.7803333333333333
707,False,0.1,const,60.0,10.0,l2,0.001,0.7893333333333333
708,False,0.1,const,1.0,40.0,l2,0.001,0.771
709,False,0.1,const,10.0,40.0,l2,0.001,0.7803333333333333
710,False,0.1,const,40.0,40.0,l2,0.001,0.787
711,False,0.1,const,60.0,40.0,l2,0.001,0.7873333333333333
712,False,0.1,const,1.0,60.0,l2,0.001,0.7696666666666667
713,False,0.1,const,10.0,60.0,l2,0.001,0.7873333333333333
714,False,0.1,const,40.0,60.0,l2,0.001,0.7906666666666666
715,False,0.1,const,60.0,60.0,l2,0.001,0.7866666666666666
716,False,0.1,const,1.0,80.0,l2,0.001,0.7686666666666667
717,False,0.1,const,10.0,80.0,l2,0.001,0.7843333333333333
718,False,0.1,const,40.0,80.0,l2,0.001,0.7896666666666666
719,False,0.1,const,60.0,80.0,l2,0.001,0.788
720,False,0.1,decay,1.0,10.0,l2,0.001,0.7906666666666666
721,False,0.1,decay,10.0,10.0,l2,0.001,0.7853333333333333
722,False,0.1,decay,40.0,10.0,l2,0.001,0.788
723,False,0.1,decay,60.0,10.0,l2,0.001,0.7943333333333333
724,False,0.1,decay,1.0,40.0,l2,0.001,0.771
725,False,0.1,decay,10.0,40.0,l2,0.001,0.781
726,False,0.1,decay,40.0,40.0,l2,0.001,0.7886666666666666
727,False,0.1,decay,60.0,40.0,l2,0.001,0.784
728,False,0.1,decay,1.0,60.0,l2,0.001,0.7696666666666667
729,False,0.1,decay,10.0,60.0,l2,0.001,0.785
730,False,0.1,decay,40.0,60.0,l2,0.001,0.7866666666666666
731,False,0.1,decay,60.0,60.0,l2,0.001,0.7873333333333333
732,False,0.1,decay,1.0,80.0,l2,0.001,0.7686666666666667
733,False,0.1,decay,10.0,80.0,l2,0.001,0.7846666666666666
734,False,0.1,decay,40.0,80.0,l2,0.001,0.7863333333333333
735,False,0.1,decay,60.0,80.0,l2,0.001,0.787
736,False,0.01,const,1.0,10.0,l2,0.001,0.768
737,False,0.01,const,10.0,10.0,l2,0.001,0.7843333333333333
738,False,0.01,const,40.0,10.0,l2,0.001,0.7896666666666666
739,False,0.01,const,60.0,10.0,l2,0.001,0.7913333333333333
740,False,0.01,const,1.0,40.0,l2,0.001,0.768
741,False,0.01,const,10.0,40.0,l2,0.001,0.773
742,False,0.01,const,40.0,40.0,l2,0.001,0.786
743,False,0.01,const,60.0,40.0,l2,0.001,0.784
744,False,0.01,const,1.0,60.0,l2,0.001,0.768
745,False,0.01,const,10.0,60.0,l2,0.001,0.7693333333333333
746,False,0.01,const,40.0,60.0,l2,0.001,0.7816666666666666
747,False,0.01,const,60.0,60.0,l2,0.001,0.7866666666666666
748,False,0.01,const,1.0,80.0,l2,0.001,0.768
749,False,0.01,const,10.0,80.0,l2,0.001,0.7683333333333333
750,False,0.01,const,40.0,80.0,l2,0.001,0.7786666666666666
751,False,0.01,const,60.0,80.0,l2,0.001,0.7833333333333333
752,False,0.01,decay,1.0,10.0,l2,0.001,0.768
753,False,0.01,decay,10.0,10.0,l2,0.001,0.7836666666666666
754,False,0.01,decay,40.0,10.0,l2,0.001,0.7896666666666666
755,False,0.01,decay,60.0,10.0,l2,0.001,0.7903333333333333
756,False,0.01,decay,1.0,40.0,l2,0.001,0.768
757,False,0.01,decay,10.0,40.0,l2,0.001,0.773
758,False,0.01,decay,40.0,40.0,l2,0.001,0.785
759,False,0.01,decay,60.0,40.0,l2,0.001,0.7843333333333333
760,False,0.01,decay,1.0,60.0,l2,0.001,0.768
761,False,0.01,decay,10.0,60.0,l2,0.001,0.7696666666666667
762,False,0.01,decay,40.0,60.0,l2,0.001,0.7796666666666666
763,False,0.01,decay,60.0,60.0,l2,0.001,0.785
764,False,0.01,decay,1.0,80.0,l2,0.001,0.768
765,False,0.01,decay,10.0,80.0,l2,0.001,0.7686666666666667
766,False,0.01,decay,40.0,80.0,l2,0.001,0.7756666666666666
767,False,0.01,decay,60.0,80.0,l2,0.001,0.7823333333333333
768,False,1.0,const,1.0,10.0,none,0.0,0.7846666666666666
769,False,1.0,const,10.0,10.0,none,0.0,0.7686666666666667
770,False,1.0,const,40.0,10.0,none,0.0,0.7706666666666667
771,False,1.0,const,60.0,10.0,none,0.0,0.799
772,False,1.0,const,1.0,40.0,none,0.0,0.784
773,False,1.0,const,10.0,40.0,none,0.0,0.7866666666666666
774,False,1.0,const,40.0,40.0,none,0.0,0.7823333333333333
775,False,1.0,const,60.0,40.0,none,0.0,0.774
776,False,1.0,const,1.0,60.0,none,0.0,0.7803333333333333
777,False,1.0,const,10.0,60.0,none,0.0,0.7726666666666666
778,False,1.0,const,40.0,60.0,none,0.0,0.7823333333333333
779,False,1.0,const,60.0,60.0,none,0.0,0.7973333333333333
780,False,1.0,const,1.0,80.0,none,0.0,0.8006666666666666
781,False,1.0,const,10.0,80.0,none,0.0,0.7746666666666666
782,False,1.0,const,40.0,80.0,none,0.0,0.7983333333333333
783,False,1.0,const,60.0,80.0,none,0.0,0.7813333333333333
784,False,1.0,decay,1.0,10.0,none,0.0,0.7846666666666666
785,False,1.0,decay,10.0,10.0,none,0.0,0.774
786,False,1.0,decay,40.0,10.0,none,0.0,0.78
787,False,1.0,decay,60.0,10.0,none,0.0,0.7893333333333333
788,False,1.0,decay,1.0,40.0,none,0.0,0.784
789,False,1.0,decay,10.0,40.0,none,0.0,0.7756666666666666
790,False,1.0,decay,40.0,40.0,none,0.0,0.784
791,False,1.0,decay,60.0,40.0,none,0.0,0.7803333333333333
792,False,1.0,decay,1.0,60.0,none,0.0,0.7803333333333333
793,False,1.0,decay,10.0,60.0,none,0.0,0.7826666666666666
794,False,1.0,decay,40.0,60.0,none,0.0,0.78
795,False,1.0,decay,60.0,60.0,none,0.0,0.7836666666666666
796,False,1.0,decay,1.0,80.0,none,0.0,0.8006666666666666
797,False,1.0,decay,10.0,80.0,none,0.0,0.7796666666666666
798,False,1.0,decay,40.0,80.0,none,0.0,0.7823333333333333
799,False,1.0,decay,60.0,80.0,none,0.0,0.7823333333333333
800,False,0.5,const,1.0,10.0,none,0.0,0.8023333333333333
801,False,0.5,const,10.0,10.0,none,0.0,0.7693333333333333
802,False,0.5,const,40.0,10.0,none,0.0,0.772
803,False,0.5,const,60.0,10.0,none,0.0,0.7786666666666666
804,False,0.5,const,1.0,40.0,none,0.0,0.7803333333333333
805,False,0.5,const,10.0,40.0,none,0.0,0.7776666666666666
806,False,0.5,const,40.0,40.0,none,0.0,0.7853333333333333
807,False,0.5,const,60.0,40.0,none,0.0,0.7783333333333333
808,False,0.5,const,1.0,60.0,none,0.0,0.7886666666666666
809,False,0.5,const,10.0,60.0,none,0.0,0.7763333333333333
810,False,0.5,const,40.0,60.0,none,0.0,0.79
811,False,0.5,const,60.0,60.0,none,0.0,0.7896666666666666
812,False,0.5,const,1.0,80.0,none,0.0,0.7916666666666666
813,False,0.5,const,10.0,80.0,none,0.0,0.7773333333333333
814,False,0.5,const,40.0,80.0,none,0.0,0.7923333333333333
815,False,0.5,const,60.0,80.0,none,0.0,0.7863333333333333
816,False,0.5,decay,1.0,10.0,none,0.0,0.8023333333333333
817,False,0.5,decay,10.0,10.0,none,0.0,0.7746666666666666
818,False,0.5,decay,40.0,10.0,none,0.0,0.7796666666666666
819,False,0.5,decay,60.0,10.0,none,0.0,0.7896666666666666
820,False,0.5,decay,1.0,40.0,none,0.0,0.7803333333333333
821,False,0.5,decay,10.0,40.0,none,0.0,0.7753333333333333
822,False,0.5,decay,40.0,40.0,none,0.0,0.783
