,number of layers,nodes per layer,epoch,batch size,learning rate,initial learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
43,3,23 : 40_sigmoid : 2_sigmoid,21,50,0.36900369003690037,0.4,0.9,1e-08,0.0001,,0.7833333333333333,test
44,3,23 : 40_sigmoid : 2_sigmoid,22,50,0.3676470588235294,0.4,0.9,1e-08,0.0001,,0.7782962962962963,train
45,3,23 : 40_sigmoid : 2_sigmoid,22,50,0.3676470588235294,0.4,0.9,1e-08,0.0001,,0.7833333333333333,test
0,4,23 : 40_tanh : 20_tanh : 2_tanh,0,50,0.4,0.4,0.9,1e-08,0.0001,0.5045716118976581,0.7782962962962963,train
1,4,23 : 40_tanh : 20_tanh : 2_tanh,0,50,0.4,0.4,0.9,1e-08,0.0001,0.4991010857169065,0.7833333333333333,test
2,4,23 : 40_tanh : 20_tanh : 2_tanh,1,50,0.39840637450199207,0.4,0.9,1e-08,0.0001,0.48462389956394586,0.7782962962962963,train
3,4,23 : 40_tanh : 20_tanh : 2_tanh,1,50,0.39840637450199207,0.4,0.9,1e-08,0.0001,0.4846378818518878,0.7833333333333333,test
4,4,23 : 40_tanh : 20_tanh : 2_tanh,2,50,0.39682539682539686,0.4,0.9,1e-08,0.0001,0.4816620321335347,0.7782962962962963,train
5,4,23 : 40_tanh : 20_tanh : 2_tanh,2,50,0.39682539682539686,0.4,0.9,1e-08,0.0001,0.4824326117341109,0.7833333333333333,test
6,4,23 : 40_tanh : 20_tanh : 2_tanh,3,50,0.3952569169960474,0.4,0.9,1e-08,0.0001,0.47561351342966596,0.7782962962962963,train
7,4,23 : 40_tanh : 20_tanh : 2_tanh,3,50,0.3952569169960474,0.4,0.9,1e-08,0.0001,0.4752740670994764,0.7833333333333333,test
8,4,23 : 40_tanh : 20_tanh : 2_tanh,4,50,0.3937007874015748,0.4,0.9,1e-08,0.0001,0.46547811045591686,0.7797037037037037,train
9,4,23 : 40_tanh : 20_tanh : 2_tanh,4,50,0.3937007874015748,0.4,0.9,1e-08,0.0001,0.46698631041094874,0.785,test
10,4,23 : 40_tanh : 20_tanh : 2_tanh,5,50,0.39215686274509803,0.4,0.9,1e-08,0.0001,0.4733744170051784,0.802037037037037,train
11,4,23 : 40_tanh : 20_tanh : 2_tanh,5,50,0.39215686274509803,0.4,0.9,1e-08,0.0001,0.4763868843441883,0.8053333333333333,test
12,4,23 : 40_tanh : 20_tanh : 2_tanh,6,50,0.390625,0.4,0.9,1e-08,0.0001,0.4603314919871254,0.7926296296296297,train
13,4,23 : 40_tanh : 20_tanh : 2_tanh,6,50,0.390625,0.4,0.9,1e-08,0.0001,0.4615419339274656,0.7966666666666666,test
14,4,23 : 40_tanh : 20_tanh : 2_tanh,7,50,0.38910505836575876,0.4,0.9,1e-08,0.0001,0.4660796466226965,0.7782962962962963,train
15,4,23 : 40_tanh : 20_tanh : 2_tanh,7,50,0.38910505836575876,0.4,0.9,1e-08,0.0001,0.464803495318687,0.7833333333333333,test
16,4,23 : 40_tanh : 20_tanh : 2_tanh,8,50,0.3875968992248062,0.4,0.9,1e-08,0.0001,0.4614762668425122,0.8014444444444444,train
17,4,23 : 40_tanh : 20_tanh : 2_tanh,8,50,0.3875968992248062,0.4,0.9,1e-08,0.0001,0.4636013025796602,0.804,test
18,4,23 : 40_tanh : 20_tanh : 2_tanh,9,50,0.3861003861003861,0.4,0.9,1e-08,0.0001,0.4616423379884807,0.7783333333333333,train
19,4,23 : 40_tanh : 20_tanh : 2_tanh,9,50,0.3861003861003861,0.4,0.9,1e-08,0.0001,0.46182790227662074,0.7833333333333333,test
20,4,23 : 40_tanh : 20_tanh : 2_tanh,10,50,0.38461538461538464,0.4,0.9,1e-08,0.0001,0.4629923691569974,0.7790370370370371,train
21,4,23 : 40_tanh : 20_tanh : 2_tanh,10,50,0.38461538461538464,0.4,0.9,1e-08,0.0001,0.4638955330884837,0.7836666666666666,test
22,4,23 : 40_tanh : 20_tanh : 2_tanh,11,50,0.3831417624521073,0.4,0.9,1e-08,0.0001,0.4583403629288403,0.7942222222222223,train
23,4,23 : 40_tanh : 20_tanh : 2_tanh,11,50,0.3831417624521073,0.4,0.9,1e-08,0.0001,0.46084220921841895,0.7986666666666666,test
24,4,23 : 40_tanh : 20_tanh : 2_tanh,12,50,0.3816793893129771,0.4,0.9,1e-08,0.0001,0.46071910836577235,0.7784444444444445,train
25,4,23 : 40_tanh : 20_tanh : 2_tanh,12,50,0.3816793893129771,0.4,0.9,1e-08,0.0001,0.4608820845990152,0.7833333333333333,test
26,4,23 : 40_tanh : 20_tanh : 2_tanh,13,50,0.3802281368821293,0.4,0.9,1e-08,0.0001,0.46309873591012846,0.7782962962962963,train
27,4,23 : 40_tanh : 20_tanh : 2_tanh,13,50,0.3802281368821293,0.4,0.9,1e-08,0.0001,0.46221287615409906,0.7833333333333333,test
28,4,23 : 40_tanh : 20_tanh : 2_tanh,14,50,0.3787878787878788,0.4,0.9,1e-08,0.0001,0.4585745401033294,0.7828518518518518,train
29,4,23 : 40_tanh : 20_tanh : 2_tanh,14,50,0.3787878787878788,0.4,0.9,1e-08,0.0001,0.45942292006517693,0.7866666666666666,test
30,4,23 : 40_tanh : 20_tanh : 2_tanh,15,50,0.37735849056603776,0.4,0.9,1e-08,0.0001,0.4579069299238289,0.7918148148148149,train
31,4,23 : 40_tanh : 20_tanh : 2_tanh,15,50,0.37735849056603776,0.4,0.9,1e-08,0.0001,0.45866540470758604,0.796,test
32,4,23 : 40_tanh : 20_tanh : 2_tanh,16,50,0.37593984962406013,0.4,0.9,1e-08,0.0001,0.45479922812439505,0.7987777777777778,train
33,4,23 : 40_tanh : 20_tanh : 2_tanh,16,50,0.37593984962406013,0.4,0.9,1e-08,0.0001,0.4564337304195547,0.8006666666666666,test
34,4,23 : 40_tanh : 20_tanh : 2_tanh,17,50,0.37453183520599254,0.4,0.9,1e-08,0.0001,0.45291335391808935,0.8108888888888889,train
35,4,23 : 40_tanh : 20_tanh : 2_tanh,17,50,0.37453183520599254,0.4,0.9,1e-08,0.0001,0.4561996337068516,0.807,test
36,4,23 : 40_tanh : 20_tanh : 2_tanh,18,50,0.373134328358209,0.4,0.9,1e-08,0.0001,0.452358474188869,0.806037037037037,train
37,4,23 : 40_tanh : 20_tanh : 2_tanh,18,50,0.373134328358209,0.4,0.9,1e-08,0.0001,0.455202429116626,0.8043333333333333,test
38,4,23 : 40_tanh : 20_tanh : 2_tanh,19,50,0.37174721189591076,0.4,0.9,1e-08,0.0001,0.44866202450997006,0.8024074074074075,train
39,4,23 : 40_tanh : 20_tanh : 2_tanh,19,50,0.37174721189591076,0.4,0.9,1e-08,0.0001,0.4500203321864198,0.805,test
40,4,23 : 40_tanh : 20_tanh : 2_tanh,20,50,0.37037037037037035,0.4,0.9,1e-08,0.0001,0.44991283999882453,0.8106296296296296,train
41,4,23 : 40_tanh : 20_tanh : 2_tanh,20,50,0.37037037037037035,0.4,0.9,1e-08,0.0001,0.4530731627339443,0.807,test
42,4,23 : 40_tanh : 20_tanh : 2_tanh,21,50,0.36900369003690037,0.4,0.9,1e-08,0.0001,0.4534472015402359,0.8101481481481482,train
43,4,23 : 40_tanh : 20_tanh : 2_tanh,21,50,0.36900369003690037,0.4,0.9,1e-08,0.0001,0.4566597939723177,0.8063333333333333,test
44,4,23 : 40_tanh : 20_tanh : 2_tanh,22,50,0.3676470588235294,0.4,0.9,1e-08,0.0001,0.44867881357205136,0.8078148148148148,train
45,4,23 : 40_tanh : 20_tanh : 2_tanh,22,50,0.3676470588235294,0.4,0.9,1e-08,0.0001,0.4506483836837959,0.807,test
46,4,23 : 40_tanh : 20_tanh : 2_tanh,23,50,0.3663003663003663,0.4,0.9,1e-08,0.0001,0.44943768690259034,0.8118518518518518,train
47,4,23 : 40_tanh : 20_tanh : 2_tanh,23,50,0.3663003663003663,0.4,0.9,1e-08,0.0001,0.4519343447564131,0.807,test
48,4,23 : 40_tanh : 20_tanh : 2_tanh,24,50,0.36496350364963503,0.4,0.9,1e-08,0.0001,0.4479809734634044,0.8093333333333333,train
49,4,23 : 40_tanh : 20_tanh : 2_tanh,24,50,0.36496350364963503,0.4,0.9,1e-08,0.0001,0.44984493234287415,0.807,test
50,4,23 : 40_tanh : 20_tanh : 2_tanh,25,50,0.36363636363636365,0.4,0.9,1e-08,0.0001,0.44730242214803273,0.8066296296296296,train
51,4,23 : 40_tanh : 20_tanh : 2_tanh,25,50,0.36363636363636365,0.4,0.9,1e-08,0.0001,0.44817292615311943,0.8073333333333333,test
52,4,23 : 40_tanh : 20_tanh : 2_tanh,26,50,0.36231884057971014,0.4,0.9,1e-08,0.0001,0.4457056453503309,0.8087777777777778,train
53,4,23 : 40_tanh : 20_tanh : 2_tanh,26,50,0.36231884057971014,0.4,0.9,1e-08,0.0001,0.44673169961252157,0.8083333333333333,test
54,4,23 : 40_tanh : 20_tanh : 2_tanh,27,50,0.3610108303249097,0.4,0.9,1e-08,0.0001,0.44373212636730214,0.8118888888888889,train
55,4,23 : 40_tanh : 20_tanh : 2_tanh,27,50,0.3610108303249097,0.4,0.9,1e-08,0.0001,0.4457405940970204,0.8096666666666666,test
56,4,23 : 40_tanh : 20_tanh : 2_tanh,28,50,0.3597122302158273,0.4,0.9,1e-08,0.0001,0.44378138006044604,0.8116666666666666,train
57,4,23 : 40_tanh : 20_tanh : 2_tanh,28,50,0.3597122302158273,0.4,0.9,1e-08,0.0001,0.4458002997589531,0.8093333333333333,test
58,4,23 : 40_tanh : 20_tanh : 2_tanh,29,50,0.35842293906810035,0.4,0.9,1e-08,0.0001,0.44616638111334816,0.8086666666666666,train
59,4,23 : 40_tanh : 20_tanh : 2_tanh,29,50,0.35842293906810035,0.4,0.9,1e-08,0.0001,0.44788372880448146,0.808,test
60,4,23 : 40_tanh : 20_tanh : 2_tanh,30,50,0.35714285714285715,0.4,0.9,1e-08,0.0001,0.4432308790703147,0.8115555555555556,train
61,4,23 : 40_tanh : 20_tanh : 2_tanh,30,50,0.35714285714285715,0.4,0.9,1e-08,0.0001,0.44556690836260726,0.807,test
62,4,23 : 40_tanh : 20_tanh : 2_tanh,31,50,0.3558718861209964,0.4,0.9,1e-08,0.0001,0.4432675674251228,0.8119259259259259,train
63,4,23 : 40_tanh : 20_tanh : 2_tanh,31,50,0.3558718861209964,0.4,0.9,1e-08,0.0001,0.44541829345071227,0.8086666666666666,test
64,4,23 : 40_tanh : 20_tanh : 2_tanh,32,50,0.35460992907801414,0.4,0.9,1e-08,0.0001,0.4439143829503521,0.8064074074074075,train
65,4,23 : 40_tanh : 20_tanh : 2_tanh,32,50,0.35460992907801414,0.4,0.9,1e-08,0.0001,0.44424076198748025,0.808,test
66,4,23 : 40_tanh : 20_tanh : 2_tanh,33,50,0.3533568904593639,0.4,0.9,1e-08,0.0001,0.44142868197391316,0.8124814814814815,train
