,number of layers,nodes per layer,epoch,batch size,learning rate,initial learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
2,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.5272480046349044,0.7782962962962963,train
3,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,1,50,0.04997501249375313,0.05,0.9,0.0001,0.0001,0.521582192551578,0.7833333333333333,test
4,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5268820145354642,0.7782962962962963,train
5,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,2,50,0.04995004995004996,0.05,0.9,0.0001,0.0001,0.5211597616501823,0.7833333333333333,test
6,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.526647170208554,0.7782962962962963,train
7,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,3,50,0.04992511233150274,0.05,0.9,0.0001,0.0001,0.5208851347720513,0.7833333333333333,test
8,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.5262891516338567,0.7782962962962963,train
9,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,4,50,0.0499001996007984,0.05,0.9,0.0001,0.0001,0.520299344099508,0.7833333333333333,test
10,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5260738328408119,0.7782962962962963,train
11,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,5,50,0.04987531172069826,0.05,0.9,0.0001,0.0001,0.5200849022133457,0.7833333333333333,test
12,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.525817629080003,0.7782962962962963,train
13,5,23 : 40_tanh : 20_tanh : 10_tanh : 2_tanh,6,50,0.04985044865403789,0.05,0.9,0.0001,0.0001,0.5196185993732072,0.7833333333333333,test
0,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,0,50,0.05,0.05,0.9,0.0001,0.0001,0.5192491791555847,0.7782962962962963,train
1,5,23 : 40_sigmoid : 20_sigmoid : 10_sigmoid : 2_sigmoid,0,50,0.05,0.05,0.9,0.0001,0.0001,0.5132834770907526,0.7833333333333333,test
