,number of layers,nodes per layer,epoch,batch size,learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
4,3,23 : 40_tanh : 2_tanh,2,50,0.2830188679245283,0.9,0.01,0.0001,0.5173570165781675,0.7785185185185185,train
5,3,23 : 40_tanh : 2_tanh,2,50,0.2830188679245283,0.9,0.01,0.0001,0.5139298720708488,0.7813333333333333,test
6,3,23 : 40_tanh : 2_tanh,3,50,0.2752293577981651,0.9,0.01,0.0001,0.5176617713952079,0.7785185185185185,train
7,3,23 : 40_tanh : 2_tanh,3,50,0.2752293577981651,0.9,0.01,0.0001,0.5135724052423202,0.7813333333333333,test
8,3,23 : 40_tanh : 2_tanh,4,50,0.26785714285714285,0.9,0.01,0.0001,0.5121158202353123,0.7785185185185185,train
9,3,23 : 40_tanh : 2_tanh,4,50,0.26785714285714285,0.9,0.01,0.0001,0.5084630011639082,0.7813333333333333,test
10,3,23 : 40_tanh : 2_tanh,5,50,0.2608695652173913,0.9,0.01,0.0001,0.5108053045059499,0.7785185185185185,train
11,3,23 : 40_tanh : 2_tanh,5,50,0.2608695652173913,0.9,0.01,0.0001,0.5069269803180704,0.7813333333333333,test
12,3,23 : 40_tanh : 2_tanh,6,50,0.2542372881355932,0.9,0.01,0.0001,0.5073940029961422,0.7785185185185185,train
13,3,23 : 40_tanh : 2_tanh,6,50,0.2542372881355932,0.9,0.01,0.0001,0.5039371748446951,0.7813333333333333,test
0,3,23 : 40_tanh : 2_tanh,0,100,0.3,0.9,0.01,0.0001,0.5243776863486396,0.7785185185185185,train
1,3,23 : 40_tanh : 2_tanh,0,100,0.3,0.9,0.01,0.0001,0.5209597205033327,0.7813333333333333,test
2,3,23 : 40_tanh : 2_tanh,1,100,0.2912621359223301,0.9,0.01,0.0001,0.5318096601026813,0.7785185185185185,train
3,3,23 : 40_tanh : 2_tanh,1,100,0.2912621359223301,0.9,0.01,0.0001,0.5291741053135973,0.7813333333333333,test
4,3,23 : 40_tanh : 2_tanh,2,100,0.2830188679245283,0.9,0.01,0.0001,0.5211374417447072,0.7785185185185185,train
5,3,23 : 40_tanh : 2_tanh,2,100,0.2830188679245283,0.9,0.01,0.0001,0.5174929824177971,0.7813333333333333,test
6,3,23 : 40_tanh : 2_tanh,3,100,0.2752293577981651,0.9,0.01,0.0001,0.5213644656448275,0.7785185185185185,train
7,3,23 : 40_tanh : 2_tanh,3,100,0.2752293577981651,0.9,0.01,0.0001,0.5182165167135003,0.7813333333333333,test
8,3,23 : 40_tanh : 2_tanh,4,100,0.26785714285714285,0.9,0.01,0.0001,0.5249986908354105,0.7785185185185185,train
9,3,23 : 40_tanh : 2_tanh,4,100,0.26785714285714285,0.9,0.01,0.0001,0.5206562109756976,0.7813333333333333,test
10,3,23 : 40_tanh : 2_tanh,5,100,0.2608695652173913,0.9,0.01,0.0001,0.5172081907856863,0.7785185185185185,train
11,3,23 : 40_tanh : 2_tanh,5,100,0.2608695652173913,0.9,0.01,0.0001,0.5136540241712462,0.7813333333333333,test
12,3,23 : 40_tanh : 2_tanh,6,100,0.2542372881355932,0.9,0.01,0.0001,0.5225733894475311,0.7785185185185185,train
13,3,23 : 40_tanh : 2_tanh,6,100,0.2542372881355932,0.9,0.01,0.0001,0.5197891897177958,0.7813333333333333,test
0,3,23 : 40_tanh : 2_tanh,0,150,0.3,0.9,0.01,0.0001,0.5263192107075735,0.7785185185185185,train
1,3,23 : 40_tanh : 2_tanh,0,150,0.3,0.9,0.01,0.0001,0.5230948429728078,0.7813333333333333,test
2,3,23 : 40_tanh : 2_tanh,1,150,0.2912621359223301,0.9,0.01,0.0001,0.5257356368930606,0.7785185185185185,train
3,3,23 : 40_tanh : 2_tanh,1,150,0.2912621359223301,0.9,0.01,0.0001,0.522283068850138,0.7813333333333333,test
4,3,23 : 40_tanh : 2_tanh,2,150,0.2830188679245283,0.9,0.01,0.0001,0.5279305880311268,0.7785185185185185,train
5,3,23 : 40_tanh : 2_tanh,2,150,0.2830188679245283,0.9,0.01,0.0001,0.524733018194399,0.7813333333333333,test
6,3,23 : 40_tanh : 2_tanh,3,150,0.2752293577981651,0.9,0.01,0.0001,0.5257410578164182,0.7785185185185185,train
7,3,23 : 40_tanh : 2_tanh,3,150,0.2752293577981651,0.9,0.01,0.0001,0.5222249491843919,0.7813333333333333,test
8,3,23 : 40_tanh : 2_tanh,4,150,0.26785714285714285,0.9,0.01,0.0001,0.5250734604139777,0.7785185185185185,train
9,3,23 : 40_tanh : 2_tanh,4,150,0.26785714285714285,0.9,0.01,0.0001,0.5216512442178931,0.7813333333333333,test
10,3,23 : 40_tanh : 2_tanh,5,150,0.2608695652173913,0.9,0.01,0.0001,0.5256780681855768,0.7785185185185185,train
11,3,23 : 40_tanh : 2_tanh,5,150,0.2608695652173913,0.9,0.01,0.0001,0.5225094141155439,0.7813333333333333,test
12,3,23 : 40_tanh : 2_tanh,6,150,0.2542372881355932,0.9,0.01,0.0001,0.5237605474862447,0.7785185185185185,train
13,3,23 : 40_tanh : 2_tanh,6,150,0.2542372881355932,0.9,0.01,0.0001,0.5204021499136473,0.7813333333333333,test
0,3,23 : 40_tanh : 2_tanh,0,200,0.3,0.9,0.01,0.0001,0.5213230836738634,0.7785185185185185,train
1,3,23 : 40_tanh : 2_tanh,0,200,0.3,0.9,0.01,0.0001,0.5172123207164016,0.7813333333333333,test
2,3,23 : 40_tanh : 2_tanh,1,200,0.2912621359223301,0.9,0.01,0.0001,0.523094168648481,0.7785185185185185,train
3,3,23 : 40_tanh : 2_tanh,1,200,0.2912621359223301,0.9,0.01,0.0001,0.5193482767558429,0.7813333333333333,test
4,3,23 : 40_tanh : 2_tanh,2,200,0.2830188679245283,0.9,0.01,0.0001,0.5228573281330731,0.7785185185185185,train
5,3,23 : 40_tanh : 2_tanh,2,200,0.2830188679245283,0.9,0.01,0.0001,0.5191248170177909,0.7813333333333333,test
6,3,23 : 40_tanh : 2_tanh,3,200,0.2752293577981651,0.9,0.01,0.0001,0.5218872608668239,0.7785185185185185,train
7,3,23 : 40_tanh : 2_tanh,3,200,0.2752293577981651,0.9,0.01,0.0001,0.5183914310227642,0.7813333333333333,test
8,3,23 : 40_tanh : 2_tanh,4,200,0.26785714285714285,0.9,0.01,0.0001,0.5216861283062987,0.7785185185185185,train
9,3,23 : 40_tanh : 2_tanh,4,200,0.26785714285714285,0.9,0.01,0.0001,0.5183475109951644,0.7813333333333333,test
10,3,23 : 40_tanh : 2_tanh,5,200,0.2608695652173913,0.9,0.01,0.0001,0.5242613444769757,0.7785185185185185,train
11,3,23 : 40_tanh : 2_tanh,5,200,0.2608695652173913,0.9,0.01,0.0001,0.5201347384619323,0.7813333333333333,test
12,3,23 : 40_tanh : 2_tanh,6,200,0.2542372881355932,0.9,0.01,0.0001,0.5229774956992556,0.7785185185185185,train
13,3,23 : 40_tanh : 2_tanh,6,200,0.2542372881355932,0.9,0.01,0.0001,0.5189143265595643,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,50,0.3,0.9,1e-08,0.0001,0.528260833475187,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,50,0.3,0.9,1e-08,0.0001,0.5240718369345064,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,1e-08,0.0001,0.5255488860667533,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,1e-08,0.0001,0.5215813703789276,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,1e-08,0.0001,0.5240227274158635,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,1e-08,0.0001,0.520363494575775,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,1e-08,0.0001,0.5243165825857972,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,1e-08,0.0001,0.5209887728896927,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,1e-08,0.0001,0.524831301452087,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,1e-08,0.0001,0.5207257221782484,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,1e-08,0.0001,0.5232339958362741,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,1e-08,0.0001,0.5193015303900519,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,1e-08,0.0001,0.5226673658711286,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,1e-08,0.0001,0.5187380432159082,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,100,0.3,0.9,1e-08,0.0001,0.5206732055261764,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,100,0.3,0.9,1e-08,0.0001,0.5174189152363678,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,1e-08,0.0001,0.5224370517513652,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,1e-08,0.0001,0.5195282605311925,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,1e-08,0.0001,0.5211856203245381,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,1e-08,0.0001,0.5181386219334786,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,1e-08,0.0001,0.52014359217037,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,1e-08,0.0001,0.5169361261165942,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,1e-08,0.0001,0.5197166160053401,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,1e-08,0.0001,0.5163728648252729,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,1e-08,0.0001,0.5198799067251689,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,1e-08,0.0001,0.5166730063186014,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,1e-08,0.0001,0.5194478325843517,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,1e-08,0.0001,0.5161517298544044,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,150,0.3,0.9,1e-08,0.0001,0.5256646782077494,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,150,0.3,0.9,1e-08,0.0001,0.5219520773775446,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,1e-08,0.0001,0.5238979206991953,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,1e-08,0.0001,0.5203580650343004,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,1e-08,0.0001,0.5227403079516656,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,1e-08,0.0001,0.5192322713954532,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,1e-08,0.0001,0.5216768583631745,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,1e-08,0.0001,0.5181644636041626,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,1e-08,0.0001,0.5208652116403389,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,1e-08,0.0001,0.5172350419432075,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,1e-08,0.0001,0.519731267208206,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,1e-08,0.0001,0.5161664879442031,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,1e-08,0.0001,0.5199650716436397,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,1e-08,0.0001,0.5161290455295121,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,200,0.3,0.9,1e-08,0.0001,0.5317601622155743,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,200,0.3,0.9,1e-08,0.0001,0.5279330974142454,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,1e-08,0.0001,0.5299003643989052,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,1e-08,0.0001,0.5267707327019862,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,1e-08,0.0001,0.5291134780305535,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,1e-08,0.0001,0.5256674871493351,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,1e-08,0.0001,0.5293350162303598,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,1e-08,0.0001,0.5257981845470382,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,1e-08,0.0001,0.5288854174919183,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,1e-08,0.0001,0.5255531849495847,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,1e-08,0.0001,0.5293126082554056,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,1e-08,0.0001,0.5257348108983024,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,1e-08,0.0001,0.5300113964526091,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,1e-08,0.0001,0.5263168663428506,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,50,0.3,0.9,1e-06,0.0001,0.5239644183498791,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,50,0.3,0.9,1e-06,0.0001,0.5214033033606271,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,1e-06,0.0001,0.5324768808708843,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,1e-06,0.0001,0.5277356729902275,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,1e-06,0.0001,0.5124599935083852,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,1e-06,0.0001,0.5084990791528265,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,1e-06,0.0001,0.5081580745983939,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,1e-06,0.0001,0.5041230322708792,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,1e-06,0.0001,0.5040798844813767,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,1e-06,0.0001,0.5003953615106657,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,1e-06,0.0001,0.5018449095416474,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,1e-06,0.0001,0.4980642752599161,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,1e-06,0.0001,0.5003922431724068,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,1e-06,0.0001,0.49649375805587315,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,100,0.3,0.9,1e-06,0.0001,0.5180779024266555,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,100,0.3,0.9,1e-06,0.0001,0.5142724521088852,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,1e-06,0.0001,0.5166917880273655,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,1e-06,0.0001,0.5132107418688809,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,1e-06,0.0001,0.514930584322999,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,100,0.2830188679245283,0.9,1e-06,0.0001,0.511079571550995,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,1e-06,0.0001,0.5132477702601569,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,100,0.2752293577981651,0.9,1e-06,0.0001,0.5095571433554911,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,1e-06,0.0001,0.5119543809449658,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,100,0.26785714285714285,0.9,1e-06,0.0001,0.5083410202427228,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,1e-06,0.0001,0.5112656639741032,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,100,0.2608695652173913,0.9,1e-06,0.0001,0.507801013361864,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,1e-06,0.0001,0.5124843840998377,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,100,0.2542372881355932,0.9,1e-06,0.0001,0.5092992557100295,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,150,0.3,0.9,1e-06,0.0001,0.5197127135143494,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,150,0.3,0.9,1e-06,0.0001,0.5164742782252162,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,1e-06,0.0001,0.5217289287940011,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,150,0.2912621359223301,0.9,1e-06,0.0001,0.517896675771879,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,1e-06,0.0001,0.5208263284922229,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,150,0.2830188679245283,0.9,1e-06,0.0001,0.517091988491657,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,1e-06,0.0001,0.5194181232360942,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,150,0.2752293577981651,0.9,1e-06,0.0001,0.5160792189045932,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,1e-06,0.0001,0.5194107020940392,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,150,0.26785714285714285,0.9,1e-06,0.0001,0.5159761849688255,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,1e-06,0.0001,0.5218293099747806,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,150,0.2608695652173913,0.9,1e-06,0.0001,0.5179638818922724,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,1e-06,0.0001,0.5196006098541137,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,150,0.2542372881355932,0.9,1e-06,0.0001,0.5164123655838376,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,200,0.3,0.9,1e-06,0.0001,0.5278117049248638,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,200,0.3,0.9,1e-06,0.0001,0.5237913758648205,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,1e-06,0.0001,0.526985730081994,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,200,0.2912621359223301,0.9,1e-06,0.0001,0.5236651024326711,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,1e-06,0.0001,0.5261427984960241,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,200,0.2830188679245283,0.9,1e-06,0.0001,0.5225975338405472,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,1e-06,0.0001,0.526082284148173,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,200,0.2752293577981651,0.9,1e-06,0.0001,0.522485761115346,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,1e-06,0.0001,0.5260862805324331,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,200,0.26785714285714285,0.9,1e-06,0.0001,0.5224073132131943,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,1e-06,0.0001,0.5270932509233162,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,200,0.2608695652173913,0.9,1e-06,0.0001,0.5238008130755424,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,1e-06,0.0001,0.526320030400001,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,200,0.2542372881355932,0.9,1e-06,0.0001,0.5228821404292807,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,50,0.3,0.9,0.0001,0.0001,0.5236171311865249,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,50,0.3,0.9,0.0001,0.0001,0.5204858701712585,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,0.0001,0.0001,0.521048316651874,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,50,0.2912621359223301,0.9,0.0001,0.0001,0.5174496693505181,0.7813333333333333,test
4,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,0.0001,0.0001,0.5177087988452399,0.7785185185185185,train
5,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,2,50,0.2830188679245283,0.9,0.0001,0.0001,0.5142442611209347,0.7813333333333333,test
6,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,0.0001,0.0001,0.5183934302152293,0.7785185185185185,train
7,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,3,50,0.2752293577981651,0.9,0.0001,0.0001,0.5154596418410116,0.7813333333333333,test
8,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,0.0001,0.0001,0.5132211888998612,0.7785185185185185,train
9,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,4,50,0.26785714285714285,0.9,0.0001,0.0001,0.5099548415242865,0.7813333333333333,test
10,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,0.0001,0.0001,0.5105155983201431,0.7785185185185185,train
11,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,5,50,0.2608695652173913,0.9,0.0001,0.0001,0.5071458181740947,0.7813333333333333,test
12,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,0.0001,0.0001,0.5106670773277706,0.7785185185185185,train
13,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,6,50,0.2542372881355932,0.9,0.0001,0.0001,0.5066549325729787,0.7813333333333333,test
0,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,100,0.3,0.9,0.0001,0.0001,0.5160502054670515,0.7785185185185185,train
1,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,0,100,0.3,0.9,0.0001,0.0001,0.5125991569787751,0.7813333333333333,test
2,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,0.0001,0.0001,0.5148897583548843,0.7785185185185185,train
3,4,23 : 40_sigmoid : 20_sigmoid : 2_sigmoid,1,100,0.2912621359223301,0.9,0.0001,0.0001,0.5112595312997494,0.7813333333333333,test
