,number of layers,nodes per layer,epoch,batch size,learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
18,3,23 : 40_tanh : 2_tanh,9,50,0.23622047244094488,0.9,1e-08,0.0001,0.45836568240363645,0.8041481481481482,train
19,3,23 : 40_tanh : 2_tanh,9,50,0.23622047244094488,0.9,1e-08,0.0001,0.45926521837973433,0.801,test
20,3,23 : 40_tanh : 2_tanh,10,50,0.23076923076923078,0.9,1e-08,0.0001,0.45607121191966987,0.8055925925925926,train
21,3,23 : 40_tanh : 2_tanh,10,50,0.23076923076923078,0.9,1e-08,0.0001,0.45695908038602295,0.805,test
22,3,23 : 40_tanh : 2_tanh,11,50,0.22556390977443608,0.9,1e-08,0.0001,0.462643099020104,0.8052222222222222,train
23,3,23 : 40_tanh : 2_tanh,11,50,0.22556390977443608,0.9,1e-08,0.0001,0.4631758713100329,0.803,test
24,3,23 : 40_tanh : 2_tanh,12,50,0.22058823529411767,0.9,1e-08,0.0001,0.45460095203508366,0.8052222222222222,train
25,3,23 : 40_tanh : 2_tanh,12,50,0.22058823529411767,0.9,1e-08,0.0001,0.45474573674258795,0.805,test
26,3,23 : 40_tanh : 2_tanh,13,50,0.21582733812949637,0.9,1e-08,0.0001,0.45546850856789417,0.806037037037037,train
27,3,23 : 40_tanh : 2_tanh,13,50,0.21582733812949637,0.9,1e-08,0.0001,0.45580161050154766,0.8036666666666666,test
28,3,23 : 40_tanh : 2_tanh,14,50,0.2112676056338028,0.9,1e-08,0.0001,0.4545794072396836,0.8074444444444444,train
29,3,23 : 40_tanh : 2_tanh,14,50,0.2112676056338028,0.9,1e-08,0.0001,0.456084680143737,0.8033333333333333,test
30,3,23 : 40_tanh : 2_tanh,15,50,0.2068965517241379,0.9,1e-08,0.0001,0.45375893656054084,0.8077777777777778,train
31,3,23 : 40_tanh : 2_tanh,15,50,0.2068965517241379,0.9,1e-08,0.0001,0.45502218818041146,0.8056666666666666,test
32,3,23 : 40_tanh : 2_tanh,16,50,0.2027027027027027,0.9,1e-08,0.0001,0.45484392741086654,0.8073703703703704,train
33,3,23 : 40_tanh : 2_tanh,16,50,0.2027027027027027,0.9,1e-08,0.0001,0.45632285135637884,0.805,test
34,3,23 : 40_tanh : 2_tanh,17,50,0.19867549668874168,0.9,1e-08,0.0001,0.45256439008192273,0.8074814814814815,train
35,3,23 : 40_tanh : 2_tanh,17,50,0.19867549668874168,0.9,1e-08,0.0001,0.4534976383702095,0.805,test
36,3,23 : 40_tanh : 2_tanh,18,50,0.1948051948051948,0.9,1e-08,0.0001,0.45712224968849013,0.8076296296296296,train
37,3,23 : 40_tanh : 2_tanh,18,50,0.1948051948051948,0.9,1e-08,0.0001,0.4586802733662737,0.806,test
38,3,23 : 40_tanh : 2_tanh,19,50,0.19108280254777066,0.9,1e-08,0.0001,0.45237137460221283,0.8072222222222222,train
39,3,23 : 40_tanh : 2_tanh,19,50,0.19108280254777066,0.9,1e-08,0.0001,0.45319557718738346,0.8056666666666666,test
40,3,23 : 40_tanh : 2_tanh,20,50,0.18749999999999997,0.9,1e-08,0.0001,0.4519863106748788,0.8078518518518518,train
41,3,23 : 40_tanh : 2_tanh,20,50,0.18749999999999997,0.9,1e-08,0.0001,0.45289611649259914,0.807,test
42,3,23 : 40_tanh : 2_tanh,21,50,0.18404907975460122,0.9,1e-08,0.0001,0.4521192741732387,0.8069259259259259,train
43,3,23 : 40_tanh : 2_tanh,21,50,0.18404907975460122,0.9,1e-08,0.0001,0.45303115285131057,0.8046666666666666,test
44,3,23 : 40_tanh : 2_tanh,22,50,0.18072289156626503,0.9,1e-08,0.0001,0.4513050216222197,0.8075925925925926,train
45,3,23 : 40_tanh : 2_tanh,22,50,0.18072289156626503,0.9,1e-08,0.0001,0.4519248962998932,0.8083333333333333,test
46,3,23 : 40_tanh : 2_tanh,23,50,0.17751479289940825,0.9,1e-08,0.0001,0.4523561010035078,0.8085555555555556,train
47,3,23 : 40_tanh : 2_tanh,23,50,0.17751479289940825,0.9,1e-08,0.0001,0.45317448497507723,0.807,test
48,3,23 : 40_tanh : 2_tanh,24,50,0.17441860465116277,0.9,1e-08,0.0001,0.4512856178453531,0.8085925925925926,train
49,3,23 : 40_tanh : 2_tanh,24,50,0.17441860465116277,0.9,1e-08,0.0001,0.4521130569916269,0.8073333333333333,test
50,3,23 : 40_tanh : 2_tanh,25,50,0.1714285714285714,0.9,1e-08,0.0001,0.4513324361519226,0.8081111111111111,train
51,3,23 : 40_tanh : 2_tanh,25,50,0.1714285714285714,0.9,1e-08,0.0001,0.45174850080164114,0.8093333333333333,test
52,3,23 : 40_tanh : 2_tanh,26,50,0.1685393258426966,0.9,1e-08,0.0001,0.4511906859162082,0.8083703703703704,train
53,3,23 : 40_tanh : 2_tanh,26,50,0.1685393258426966,0.9,1e-08,0.0001,0.4517617673360279,0.8093333333333333,test
54,3,23 : 40_tanh : 2_tanh,27,50,0.16574585635359113,0.9,1e-08,0.0001,0.45018884963496464,0.8078518518518518,train
55,3,23 : 40_tanh : 2_tanh,27,50,0.16574585635359113,0.9,1e-08,0.0001,0.4504830393423212,0.8096666666666666,test
56,3,23 : 40_tanh : 2_tanh,28,50,0.16304347826086954,0.9,1e-08,0.0001,0.4510229130479846,0.8062592592592592,train
57,3,23 : 40_tanh : 2_tanh,28,50,0.16304347826086954,0.9,1e-08,0.0001,0.45092925308053367,0.8083333333333333,test
58,3,23 : 40_tanh : 2_tanh,29,50,0.160427807486631,0.9,1e-08,0.0001,0.45013247072866264,0.808,train
59,3,23 : 40_tanh : 2_tanh,29,50,0.160427807486631,0.9,1e-08,0.0001,0.45044465491015967,0.8093333333333333,test
60,3,23 : 40_tanh : 2_tanh,30,50,0.15789473684210523,0.9,1e-08,0.0001,0.45035804049000294,0.8075925925925926,train
61,3,23 : 40_tanh : 2_tanh,30,50,0.15789473684210523,0.9,1e-08,0.0001,0.4504657698062432,0.81,test
62,3,23 : 40_tanh : 2_tanh,31,50,0.155440414507772,0.9,1e-08,0.0001,0.4499942717891515,0.8098518518518518,train
63,3,23 : 40_tanh : 2_tanh,31,50,0.155440414507772,0.9,1e-08,0.0001,0.4503851747979085,0.8076666666666666,test
64,3,23 : 40_tanh : 2_tanh,32,50,0.1530612244897959,0.9,1e-08,0.0001,0.4496986295753657,0.8098148148148148,train
65,3,23 : 40_tanh : 2_tanh,32,50,0.1530612244897959,0.9,1e-08,0.0001,0.4500848954523863,0.8093333333333333,test
66,3,23 : 40_tanh : 2_tanh,33,50,0.15075376884422106,0.9,1e-08,0.0001,0.44932873786228844,0.809037037037037,train
67,3,23 : 40_tanh : 2_tanh,33,50,0.15075376884422106,0.9,1e-08,0.0001,0.4491966254863833,0.808,test
68,3,23 : 40_tanh : 2_tanh,34,50,0.14851485148514848,0.9,1e-08,0.0001,0.4492565267357491,0.8081481481481482,train
69,3,23 : 40_tanh : 2_tanh,34,50,0.14851485148514848,0.9,1e-08,0.0001,0.4491983689141969,0.8086666666666666,test
70,3,23 : 40_tanh : 2_tanh,35,50,0.14634146341463408,0.9,1e-08,0.0001,0.4498938674262477,0.8094074074074074,train
71,3,23 : 40_tanh : 2_tanh,35,50,0.14634146341463408,0.9,1e-08,0.0001,0.45003962714853596,0.8103333333333333,test
72,3,23 : 40_tanh : 2_tanh,36,50,0.1442307692307692,0.9,1e-08,0.0001,0.4493643523236239,0.808,train
73,3,23 : 40_tanh : 2_tanh,36,50,0.1442307692307692,0.9,1e-08,0.0001,0.4491316552796569,0.808,test
74,3,23 : 40_tanh : 2_tanh,37,50,0.14218009478672983,0.9,1e-08,0.0001,0.44988323776664974,0.8094074074074074,train
75,3,23 : 40_tanh : 2_tanh,37,50,0.14218009478672983,0.9,1e-08,0.0001,0.4499311479326346,0.81,test
76,3,23 : 40_tanh : 2_tanh,38,50,0.14018691588785043,0.9,1e-08,0.0001,0.4491495417349727,0.8074814814814815,train
77,3,23 : 40_tanh : 2_tanh,38,50,0.14018691588785043,0.9,1e-08,0.0001,0.44895628482987765,0.8096666666666666,test
78,3,23 : 40_tanh : 2_tanh,39,50,0.13824884792626724,0.9,1e-08,0.0001,0.4509970785210908,0.8107037037037037,train
79,3,23 : 40_tanh : 2_tanh,39,50,0.13824884792626724,0.9,1e-08,0.0001,0.45149999684256015,0.8096666666666666,test
80,3,23 : 40_tanh : 2_tanh,40,50,0.13636363636363635,0.9,1e-08,0.0001,0.44896034642786536,0.8081851851851852,train
81,3,23 : 40_tanh : 2_tanh,40,50,0.13636363636363635,0.9,1e-08,0.0001,0.44894638955671157,0.809,test
82,3,23 : 40_tanh : 2_tanh,41,50,0.13452914798206275,0.9,1e-08,0.0001,0.4491660644423347,0.8091111111111111,train
83,3,23 : 40_tanh : 2_tanh,41,50,0.13452914798206275,0.9,1e-08,0.0001,0.44925597242964777,0.8093333333333333,test
84,3,23 : 40_tanh : 2_tanh,42,50,0.1327433628318584,0.9,1e-08,0.0001,0.44873433569568266,0.8088148148148148,train
85,3,23 : 40_tanh : 2_tanh,42,50,0.1327433628318584,0.9,1e-08,0.0001,0.4486046758663417,0.8103333333333333,test
86,3,23 : 40_tanh : 2_tanh,43,50,0.13100436681222707,0.9,1e-08,0.0001,0.4486431530315638,0.8083703703703704,train
87,3,23 : 40_tanh : 2_tanh,43,50,0.13100436681222707,0.9,1e-08,0.0001,0.448290952503642,0.81,test
88,3,23 : 40_tanh : 2_tanh,44,50,0.1293103448275862,0.9,1e-08,0.0001,0.4487113048029321,0.8082962962962963,train
89,3,23 : 40_tanh : 2_tanh,44,50,0.1293103448275862,0.9,1e-08,0.0001,0.4481477242872668,0.81,test
90,3,23 : 40_tanh : 2_tanh,45,50,0.12765957446808512,0.9,1e-08,0.0001,0.4487511464352506,0.8081111111111111,train
91,3,23 : 40_tanh : 2_tanh,45,50,0.12765957446808512,0.9,1e-08,0.0001,0.4480614523150131,0.8103333333333333,test
92,3,23 : 40_tanh : 2_tanh,46,50,0.12605042016806722,0.9,1e-08,0.0001,0.4484906986249636,0.8091851851851852,train
93,3,23 : 40_tanh : 2_tanh,46,50,0.12605042016806722,0.9,1e-08,0.0001,0.44800082007165987,0.8113333333333334,test
94,3,23 : 40_tanh : 2_tanh,47,50,0.12448132780082989,0.9,1e-08,0.0001,0.44835814613395136,0.8094074074074074,train
95,3,23 : 40_tanh : 2_tanh,47,50,0.12448132780082989,0.9,1e-08,0.0001,0.4477112603924725,0.8086666666666666,test
96,3,23 : 40_tanh : 2_tanh,48,50,0.12295081967213117,0.9,1e-08,0.0001,0.4484798151374317,0.8096666666666666,train
97,3,23 : 40_tanh : 2_tanh,48,50,0.12295081967213117,0.9,1e-08,0.0001,0.44795027825964984,0.8096666666666666,test
98,3,23 : 40_tanh : 2_tanh,49,50,0.12145748987854252,0.9,1e-08,0.0001,0.4483410112864504,0.8096296296296296,train
99,3,23 : 40_tanh : 2_tanh,49,50,0.12145748987854252,0.9,1e-08,0.0001,0.44771878901836265,0.81,test
100,3,23 : 40_tanh : 2_tanh,50,50,0.12000000000000004,0.9,1e-08,0.0001,0.4483217035740089,0.8097777777777778,train
101,3,23 : 40_tanh : 2_tanh,50,50,0.12000000000000004,0.9,1e-08,0.0001,0.4476316671949118,0.8086666666666666,test
102,3,23 : 40_tanh : 2_tanh,51,50,0.11857707509881425,0.9,1e-08,0.0001,0.4481317064183031,0.8092222222222222,train
103,3,23 : 40_tanh : 2_tanh,51,50,0.11857707509881425,0.9,1e-08,0.0001,0.44725762091373855,0.809,test
104,3,23 : 40_tanh : 2_tanh,52,50,0.11718750000000003,0.9,1e-08,0.0001,0.4487058702767266,0.8102222222222222,train
105,3,23 : 40_tanh : 2_tanh,52,50,0.11718750000000003,0.9,1e-08,0.0001,0.44808947495480494,0.8103333333333333,test
106,3,23 : 40_tanh : 2_tanh,53,50,0.11583011583011588,0.9,1e-08,0.0001,0.44867644756047353,0.8102222222222222,train
107,3,23 : 40_tanh : 2_tanh,53,50,0.11583011583011588,0.9,1e-08,0.0001,0.4480053251953715,0.8113333333333334,test
108,3,23 : 40_tanh : 2_tanh,54,50,0.11450381679389315,0.9,1e-08,0.0001,0.4491484709722594,0.8106666666666666,train
109,3,23 : 40_tanh : 2_tanh,54,50,0.11450381679389315,0.9,1e-08,0.0001,0.4486815719632485,0.8106666666666666,test
110,3,23 : 40_tanh : 2_tanh,55,50,0.11320754716981138,0.9,1e-08,0.0001,0.44915582798256687,0.8108518518518518,train
111,3,23 : 40_tanh : 2_tanh,55,50,0.11320754716981138,0.9,1e-08,0.0001,0.44867894768482075,0.811,test
112,3,23 : 40_tanh : 2_tanh,56,50,0.11194029850746273,0.9,1e-08,0.0001,0.44846257010338286,0.8103703703703704,train
113,3,23 : 40_tanh : 2_tanh,56,50,0.11194029850746273,0.9,1e-08,0.0001,0.4479669980470816,0.8103333333333333,test
114,3,23 : 40_tanh : 2_tanh,57,50,0.11070110701107017,0.9,1e-08,0.0001,0.44874604727830014,0.8103703703703704,train
115,3,23 : 40_tanh : 2_tanh,57,50,0.11070110701107017,0.9,1e-08,0.0001,0.4483228141402458,0.8113333333333334,test
116,3,23 : 40_tanh : 2_tanh,58,50,0.10948905109489057,0.9,1e-08,0.0001,0.44783703984090756,0.8099259259259259,train
117,3,23 : 40_tanh : 2_tanh,58,50,0.10948905109489057,0.9,1e-08,0.0001,0.44707774043214654,0.811,test
118,3,23 : 40_tanh : 2_tanh,59,50,0.10830324909747298,0.9,1e-08,0.0001,0.4482011116878702,0.8098888888888889,train
119,3,23 : 40_tanh : 2_tanh,59,50,0.10830324909747298,0.9,1e-08,0.0001,0.44756943928664716,0.8103333333333333,test
120,3,23 : 40_tanh : 2_tanh,60,50,0.10714285714285722,0.9,1e-08,0.0001,0.4478643134566965,0.8095925925925926,train
121,3,23 : 40_tanh : 2_tanh,60,50,0.10714285714285722,0.9,1e-08,0.0001,0.44706373929448867,0.8103333333333333,test
122,3,23 : 40_tanh : 2_tanh,61,50,0.10600706713780925,0.9,1e-08,0.0001,0.44775552200798735,0.8092962962962963,train
123,3,23 : 40_tanh : 2_tanh,61,50,0.10600706713780925,0.9,1e-08,0.0001,0.4468214299380839,0.8103333333333333,test
124,3,23 : 40_tanh : 2_tanh,62,50,0.10489510489510497,0.9,1e-08,0.0001,0.44787177034225495,0.8088888888888889,train
125,3,23 : 40_tanh : 2_tanh,62,50,0.10489510489510497,0.9,1e-08,0.0001,0.4467047255912838,0.8103333333333333,test
126,3,23 : 40_tanh : 2_tanh,63,50,0.1038062283737025,0.9,1e-08,0.0001,0.4480647791773374,0.809037037037037,train
127,3,23 : 40_tanh : 2_tanh,63,50,0.1038062283737025,0.9,1e-08,0.0001,0.4470845080825336,0.8123333333333334,test
128,3,23 : 40_tanh : 2_tanh,64,50,0.10273972602739732,0.9,1e-08,0.0001,0.4479824183899475,0.8087777777777778,train
129,3,23 : 40_tanh : 2_tanh,64,50,0.10273972602739732,0.9,1e-08,0.0001,0.4470300994077621,0.8136666666666666,test
130,3,23 : 40_tanh : 2_tanh,65,50,0.10169491525423736,0.9,1e-08,0.0001,0.4476049427567688,0.809,train
131,3,23 : 40_tanh : 2_tanh,65,50,0.10169491525423736,0.9,1e-08,0.0001,0.4466386409501366,0.812,test
132,3,23 : 40_tanh : 2_tanh,66,50,0.10067114093959739,0.9,1e-08,0.0001,0.4479430991424091,0.8091851851851852,train
133,3,23 : 40_tanh : 2_tanh,66,50,0.10067114093959739,0.9,1e-08,0.0001,0.4471437524337822,0.812,test
134,3,23 : 40_tanh : 2_tanh,67,50,0.09966777408637881,0.9,1e-08,0.0001,0.4478406683661818,0.8095555555555556,train
135,3,23 : 40_tanh : 2_tanh,67,50,0.09966777408637881,0.9,1e-08,0.0001,0.4470198285196297,0.8123333333333334,test
136,3,23 : 40_tanh : 2_tanh,68,50,0.09868421052631587,0.9,1e-08,0.0001,0.4479737617077075,0.8093703703703704,train
137,3,23 : 40_tanh : 2_tanh,68,50,0.09868421052631587,0.9,1e-08,0.0001,0.44713719013363257,0.8113333333333334,test
138,3,23 : 40_tanh : 2_tanh,69,50,0.09771986970684048,0.9,1e-08,0.0001,0.44870655307697843,0.81,train
139,3,23 : 40_tanh : 2_tanh,69,50,0.09771986970684048,0.9,1e-08,0.0001,0.44787901714546624,0.8113333333333334,test
140,3,23 : 40_tanh : 2_tanh,70,50,0.09677419354838718,0.9,1e-08,0.0001,0.448810100725383,0.8104444444444444,train
141,3,23 : 40_tanh : 2_tanh,70,50,0.09677419354838718,0.9,1e-08,0.0001,0.4479116854208204,0.8116666666666666,test
142,3,23 : 40_tanh : 2_tanh,71,50,0.09584664536741222,0.9,1e-08,0.0001,0.4475532406913858,0.8083333333333333,train
143,3,23 : 40_tanh : 2_tanh,71,50,0.09584664536741222,0.9,1e-08,0.0001,0.44640305176402406,0.8113333333333334,test
144,3,23 : 40_tanh : 2_tanh,72,50,0.09493670886075958,0.9,1e-08,0.0001,0.44787434285435623,0.8087777777777778,train
145,3,23 : 40_tanh : 2_tanh,72,50,0.09493670886075958,0.9,1e-08,0.0001,0.4468893032353929,0.8123333333333334,test
146,3,23 : 40_tanh : 2_tanh,73,50,0.09404388714733551,0.9,1e-08,0.0001,0.44745605669863964,0.8088888888888889,train
147,3,23 : 40_tanh : 2_tanh,73,50,0.09404388714733551,0.9,1e-08,0.0001,0.44634927091713117,0.8113333333333334,test
148,3,23 : 40_tanh : 2_tanh,74,50,0.09316770186335413,0.9,1e-08,0.0001,0.4475739064246161,0.8091851851851852,train
149,3,23 : 40_tanh : 2_tanh,74,50,0.09316770186335413,0.9,1e-08,0.0001,0.446662794353669,0.8136666666666666,test
150,3,23 : 40_tanh : 2_tanh,75,50,0.0923076923076924,0.9,1e-08,0.0001,0.44725693682292017,0.8093703703703704,train
151,3,23 : 40_tanh : 2_tanh,75,50,0.0923076923076924,0.9,1e-08,0.0001,0.4462589231229088,0.811,test
152,3,23 : 40_tanh : 2_tanh,76,50,0.09146341463414644,0.9,1e-08,0.0001,0.4471979140603542,0.8101851851851852,train
153,3,23 : 40_tanh : 2_tanh,76,50,0.09146341463414644,0.9,1e-08,0.0001,0.4462424767015679,0.811,test
154,3,23 : 40_tanh : 2_tanh,77,50,0.09063444108761338,0.9,1e-08,0.0001,0.44726058387751416,0.809962962962963,train
155,3,23 : 40_tanh : 2_tanh,77,50,0.09063444108761338,0.9,1e-08,0.0001,0.44634086834527237,0.811,test
156,3,23 : 40_tanh : 2_tanh,78,50,0.08982035928143722,0.9,1e-08,0.0001,0.4472380545943156,0.8089259259259259,train
157,3,23 : 40_tanh : 2_tanh,78,50,0.08982035928143722,0.9,1e-08,0.0001,0.44617437938119897,0.813,test
158,3,23 : 40_tanh : 2_tanh,79,50,0.08902077151335322,0.9,1e-08,0.0001,0.44740591929072615,0.8093333333333333,train
159,3,23 : 40_tanh : 2_tanh,79,50,0.08902077151335322,0.9,1e-08,0.0001,0.44652378493217454,0.8133333333333334,test
160,3,23 : 40_tanh : 2_tanh,80,50,0.08823529411764715,0.9,1e-08,0.0001,0.4472205794914973,0.8100740740740741,train
161,3,23 : 40_tanh : 2_tanh,80,50,0.08823529411764715,0.9,1e-08,0.0001,0.4463083294653277,0.81,test
162,3,23 : 40_tanh : 2_tanh,81,50,0.08746355685131205,0.9,1e-08,0.0001,0.4472680379613246,0.810037037037037,train
163,3,23 : 40_tanh : 2_tanh,81,50,0.08746355685131205,0.9,1e-08,0.0001,0.44634039091798766,0.81,test
164,3,23 : 40_tanh : 2_tanh,82,50,0.08670520231213882,0.9,1e-08,0.0001,0.44720065365354583,0.8097407407407408,train
165,3,23 : 40_tanh : 2_tanh,82,50,0.08670520231213882,0.9,1e-08,0.0001,0.44628092784580387,0.8103333333333333,test
166,3,23 : 40_tanh : 2_tanh,83,50,0.08595988538681959,0.9,1e-08,0.0001,0.4473205166532882,0.8088888888888889,train
167,3,23 : 40_tanh : 2_tanh,83,50,0.08595988538681959,0.9,1e-08,0.0001,0.4462906266641914,0.812,test
168,3,23 : 40_tanh : 2_tanh,84,50,0.08522727272727283,0.9,1e-08,0.0001,0.4477493554964822,0.810037037037037,train
169,3,23 : 40_tanh : 2_tanh,84,50,0.08522727272727283,0.9,1e-08,0.0001,0.44687106305196134,0.812,test
170,3,23 : 40_tanh : 2_tanh,85,50,0.08450704225352122,0.9,1e-08,0.0001,0.44740458842802977,0.8096666666666666,train
171,3,23 : 40_tanh : 2_tanh,85,50,0.08450704225352122,0.9,1e-08,0.0001,0.4465397003570601,0.8113333333333334,test
172,3,23 : 40_tanh : 2_tanh,86,50,0.08379888268156435,0.9,1e-08,0.0001,0.44717171870618266,0.8092962962962963,train
173,3,23 : 40_tanh : 2_tanh,86,50,0.08379888268156435,0.9,1e-08,0.0001,0.446308501949475,0.812,test
174,3,23 : 40_tanh : 2_tanh,87,50,0.08310249307479235,0.9,1e-08,0.0001,0.4471385404249225,0.8093333333333333,train
175,3,23 : 40_tanh : 2_tanh,87,50,0.08310249307479235,0.9,1e-08,0.0001,0.44627240056096973,0.812,test
176,3,23 : 40_tanh : 2_tanh,88,50,0.08241758241758253,0.9,1e-08,0.0001,0.4470405810851193,0.8095925925925926,train
177,3,23 : 40_tanh : 2_tanh,88,50,0.08241758241758253,0.9,1e-08,0.0001,0.4461987735358527,0.8113333333333334,test
178,3,23 : 40_tanh : 2_tanh,89,50,0.08174386920980937,0.9,1e-08,0.0001,0.44702400515290236,0.809962962962963,train
179,3,23 : 40_tanh : 2_tanh,89,50,0.08174386920980937,0.9,1e-08,0.0001,0.4462114505842349,0.8116666666666666,test
180,3,23 : 40_tanh : 2_tanh,90,50,0.08108108108108118,0.9,1e-08,0.0001,0.447017261116088,0.8098148148148148,train
181,3,23 : 40_tanh : 2_tanh,90,50,0.08108108108108118,0.9,1e-08,0.0001,0.4462011937825026,0.812,test
182,3,23 : 40_tanh : 2_tanh,91,50,0.0804289544235926,0.9,1e-08,0.0001,0.4470216206912033,0.8102962962962963,train
183,3,23 : 40_tanh : 2_tanh,91,50,0.0804289544235926,0.9,1e-08,0.0001,0.4463097348659489,0.8126666666666666,test
184,3,23 : 40_tanh : 2_tanh,92,50,0.07978723404255329,0.9,1e-08,0.0001,0.4469398108750147,0.8098518518518518,train
185,3,23 : 40_tanh : 2_tanh,92,50,0.07978723404255329,0.9,1e-08,0.0001,0.4461000052345229,0.8123333333333334,test
186,3,23 : 40_tanh : 2_tanh,93,50,0.0791556728232191,0.9,1e-08,0.0001,0.4469130947898688,0.8096296296296296,train
187,3,23 : 40_tanh : 2_tanh,93,50,0.0791556728232191,0.9,1e-08,0.0001,0.44605321697266825,0.8116666666666666,test
188,3,23 : 40_tanh : 2_tanh,94,50,0.07853403141361268,0.9,1e-08,0.0001,0.446911091728456,0.8093333333333333,train
189,3,23 : 40_tanh : 2_tanh,94,50,0.07853403141361268,0.9,1e-08,0.0001,0.44598466311760243,0.8116666666666666,test
190,3,23 : 40_tanh : 2_tanh,95,50,0.07792207792207803,0.9,1e-08,0.0001,0.4469174642315664,0.8102962962962963,train
191,3,23 : 40_tanh : 2_tanh,95,50,0.07792207792207803,0.9,1e-08,0.0001,0.4460972813258891,0.8126666666666666,test
192,3,23 : 40_tanh : 2_tanh,96,50,0.07731958762886608,0.9,1e-08,0.0001,0.4470355560215338,0.8097037037037037,train
193,3,23 : 40_tanh : 2_tanh,96,50,0.07731958762886608,0.9,1e-08,0.0001,0.4461811991105732,0.813,test
194,3,23 : 40_tanh : 2_tanh,97,50,0.07672634271099756,0.9,1e-08,0.0001,0.4468767673790994,0.8097037037037037,train
195,3,23 : 40_tanh : 2_tanh,97,50,0.07672634271099756,0.9,1e-08,0.0001,0.4459581835424655,0.8123333333333334,test
196,3,23 : 40_tanh : 2_tanh,98,50,0.07614213197969553,0.9,1e-08,0.0001,0.4471608124474985,0.8098518518518518,train
197,3,23 : 40_tanh : 2_tanh,98,50,0.07614213197969553,0.9,1e-08,0.0001,0.44633355961998034,0.814,test
198,3,23 : 40_tanh : 2_tanh,99,50,0.07556675062972304,0.9,1e-08,0.0001,0.4471350250179799,0.8094814814814815,train
199,3,23 : 40_tanh : 2_tanh,99,50,0.07556675062972304,0.9,1e-08,0.0001,0.44629610781347046,0.8143333333333334,test
0,3,23 : 40_tanh : 2_tanh,0,100,0.3,0.9,1e-08,0.0001,0.5663509751645696,0.7671851851851852,train
1,3,23 : 40_tanh : 2_tanh,0,100,0.3,0.9,1e-08,0.0001,0.5587286991519007,0.771,test
2,3,23 : 40_tanh : 2_tanh,1,100,0.2912621359223301,0.9,1e-08,0.0001,0.5439759381422403,0.7694814814814814,train
3,3,23 : 40_tanh : 2_tanh,1,100,0.2912621359223301,0.9,1e-08,0.0001,0.5363730916644482,0.773,test
4,3,23 : 40_tanh : 2_tanh,2,100,0.2830188679245283,0.9,1e-08,0.0001,0.5265727617081144,0.7724074074074074,train
5,3,23 : 40_tanh : 2_tanh,2,100,0.2830188679245283,0.9,1e-08,0.0001,0.5189191719972496,0.7743333333333333,test
6,3,23 : 40_tanh : 2_tanh,3,100,0.2752293577981651,0.9,1e-08,0.0001,0.5149788797319159,0.7757037037037037,train
7,3,23 : 40_tanh : 2_tanh,3,100,0.2752293577981651,0.9,1e-08,0.0001,0.509261334182376,0.7733333333333333,test
8,3,23 : 40_tanh : 2_tanh,4,100,0.26785714285714285,0.9,1e-08,0.0001,0.507265536045057,0.7771481481481481,train
9,3,23 : 40_tanh : 2_tanh,4,100,0.26785714285714285,0.9,1e-08,0.0001,0.5000586454525375,0.7776666666666666,test
10,3,23 : 40_tanh : 2_tanh,5,100,0.2608695652173913,0.9,1e-08,0.0001,0.504042826248456,0.7798888888888889,train
11,3,23 : 40_tanh : 2_tanh,5,100,0.2608695652173913,0.9,1e-08,0.0001,0.4991799752115331,0.777,test
12,3,23 : 40_tanh : 2_tanh,6,100,0.2542372881355932,0.9,1e-08,0.0001,0.49397424105597304,0.7798888888888889,train
13,3,23 : 40_tanh : 2_tanh,6,100,0.2542372881355932,0.9,1e-08,0.0001,0.48854482237734537,0.779,test
14,3,23 : 40_tanh : 2_tanh,7,100,0.24793388429752067,0.9,1e-08,0.0001,0.4895452639529462,0.7812962962962963,train
15,3,23 : 40_tanh : 2_tanh,7,100,0.24793388429752067,0.9,1e-08,0.0001,0.48379454069909733,0.781,test
16,3,23 : 40_tanh : 2_tanh,8,100,0.24193548387096772,0.9,1e-08,0.0001,0.4875705698952213,0.7851111111111111,train
17,3,23 : 40_tanh : 2_tanh,8,100,0.24193548387096772,0.9,1e-08,0.0001,0.48372861226497976,0.786,test
18,3,23 : 40_tanh : 2_tanh,9,100,0.23622047244094488,0.9,1e-08,0.0001,0.4821497436527372,0.7839259259259259,train
19,3,23 : 40_tanh : 2_tanh,9,100,0.23622047244094488,0.9,1e-08,0.0001,0.47703846595275917,0.7836666666666666,test
20,3,23 : 40_tanh : 2_tanh,10,100,0.23076923076923078,0.9,1e-08,0.0001,0.4827316608357299,0.7832222222222223,train
21,3,23 : 40_tanh : 2_tanh,10,100,0.23076923076923078,0.9,1e-08,0.0001,0.4768105178777943,0.7823333333333333,test
22,3,23 : 40_tanh : 2_tanh,11,100,0.22556390977443608,0.9,1e-08,0.0001,0.47626948550356824,0.7859259259259259,train
23,3,23 : 40_tanh : 2_tanh,11,100,0.22556390977443608,0.9,1e-08,0.0001,0.47159429195509084,0.787,test
24,3,23 : 40_tanh : 2_tanh,12,100,0.22058823529411767,0.9,1e-08,0.0001,0.473794755989802,0.7864814814814814,train
25,3,23 : 40_tanh : 2_tanh,12,100,0.22058823529411767,0.9,1e-08,0.0001,0.469384781939269,0.7866666666666666,test
