,accuracy,batch size,cost,data set,epoch,initial learning rate,lambda,learning rate,momentum parameter,nodes per layer,number of layers,pol order,stopping tol
95,Nan,50,0.004294934125501215,train,46,0.4,1e-06,0.33783783783783783,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
96,Nan,50,0.003436084014779806,test,47,0.4,1e-06,0.33670033670033667,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
97,Nan,50,0.004038341531778216,train,47,0.4,1e-06,0.33670033670033667,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
98,Nan,50,0.003360276451772832,test,48,0.4,1e-06,0.3355704697986577,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
99,Nan,50,0.004118511581373593,train,48,0.4,1e-06,0.3355704697986577,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
100,Nan,50,0.003912902527504453,test,49,0.4,1e-06,0.334448160535117,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
101,Nan,50,0.004474120302447178,train,49,0.4,1e-06,0.334448160535117,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
102,Nan,50,0.00375808462203989,test,50,0.4,1e-06,0.3333333333333333,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
103,Nan,50,0.0042213693967347735,train,50,0.4,1e-06,0.3333333333333333,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
104,Nan,50,0.003460380943063395,test,51,0.4,1e-06,0.3322259136212624,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
105,Nan,50,0.003983195105632919,train,51,0.4,1e-06,0.3322259136212624,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
106,Nan,50,0.0035901964495446506,test,52,0.4,1e-06,0.3311258278145695,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
107,Nan,50,0.004091687281575548,train,52,0.4,1e-06,0.3311258278145695,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
108,Nan,50,0.003772942693234162,test,53,0.4,1e-06,0.33003300330033,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
109,Nan,50,0.0043008573041180345,train,53,0.4,1e-06,0.33003300330033,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
110,Nan,50,0.003497949358358451,test,54,0.4,1e-06,0.3289473684210526,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
111,Nan,50,0.0040720824420507175,train,54,0.4,1e-06,0.3289473684210526,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
112,Nan,50,0.0036467036193392915,test,55,0.4,1e-06,0.32786885245901637,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
113,Nan,50,0.0041196801973504725,train,55,0.4,1e-06,0.32786885245901637,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
114,Nan,50,0.003686445804522678,test,56,0.4,1e-06,0.326797385620915,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
115,Nan,50,0.0043729076771413895,train,56,0.4,1e-06,0.326797385620915,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
116,Nan,50,0.003052455814854119,test,57,0.4,1e-06,0.3257328990228013,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
117,Nan,50,0.003980985360913993,train,57,0.4,1e-06,0.3257328990228013,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
118,Nan,50,0.0033411193171928553,test,58,0.4,1e-06,0.3246753246753246,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
119,Nan,50,0.003918083675608083,train,58,0.4,1e-06,0.3246753246753246,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
120,Nan,50,0.0032561706883410257,test,59,0.4,1e-06,0.32362459546925565,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
121,Nan,50,0.0038738733741253777,train,59,0.4,1e-06,0.32362459546925565,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
122,Nan,50,0.003569366365270181,test,60,0.4,1e-06,0.32258064516129026,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
